nro_documento,parentesco,Legajo
417708881,Conyuge,65359915
426366895,Hijo,13693547
250007594,Hija,39628003
702067821,Conyuge,21194713
84651174,Padre,97136392
140664545,Conyuge,94841217
487886680,Conyuge,62046364
841388629,Madre,29001054
89918073,Padre,9172644
528390640,Padre,83622764
782425741,Conyuge,26919736
352009746,Hija,3593654
392643850,Hijo,55454520
395879624,Padre,70358519
141024314,Hijo,24077957
570007379,Padre,22430883
970217214,Conyuge,14387762
79090806,Padre,74485751
988013410,Conyuge,92465788
954322404,Padre,85873704
199474866,Hija,49049674
118814620,Hijo,92014343
83790981,Madre,50223753
212200403,Padre,11305105
640053582,Madre,15559545
582915970,Padre,11436319
169422519,Padre,13434953
385863011,Padre,2205404
800784230,Padre,55480904
592206283,Conyuge,99551236
579501797,Hija,47250274
233100644,Padre,65481572
51422922,Padre,61516579
528084673,Hija,56708588
774268464,Hijo,10365545
688985032,Hija,69497837
940998508,Hijo,95920309
564001019,Hija,55718049
747592458,Conyuge,2625431
970865150,Hijo,21229587
559596710,Conyuge,90210382
688160602,Hija,85389507
148500448,Padre,12174494
394870256,Hijo,23083961
275485827,Conyuge,89847032
967833368,Hija,64978173
550503578,Hija,14937563
943769572,Hijo,96778586
646372042,Hija,74938016
486092234,Hijo,60765358
738751039,Hijo,96432742
589355424,Hija,25023297
64587587,Madre,84691857
716152952,Madre,40526039
145476430,Padre,37484462
631090143,Madre,31276587
862018407,Conyuge,7880576
611614217,Madre,57971317
796481697,Conyuge,30918670
591701671,Madre,58710316
968854272,Padre,55559295
434202927,Conyuge,91474206
777822055,Madre,96582916
638262588,Padre,56186487
165060370,Padre,89068434
196113865,Hijo,82164687
838777765,Padre,15376728
123367356,Conyuge,4869958
830268298,Hija,58566848
338716964,Padre,88577995
52888870,Padre,66583921
269088444,Padre,2762003
339199422,Hijo,24052041
346041425,Hija,21742263
93844473,Hijo,28580632
465487110,Hija,55774939
668073401,Conyuge,83493630
617132276,Hijo,50270989
660607583,Conyuge,28674312
700041342,Hijo,50709351
238004889,Hijo,98785932
46646748,Conyuge,82574121
704586003,Madre,12122417
298202501,Hijo,35940434
277576253,Conyuge,23950268
495323549,Madre,85899892
804562221,Hijo,56966157
676571904,Hijo,67610544
186440077,Hijo,56624236
537797416,Madre,85702486
612719025,Hija,19457987
610872703,Hijo,37621470
12747790,Conyuge,37894970
903697617,Hijo,44286123
97224859,Hijo,56900861
923612586,Conyuge,45889135
761759872,Madre,33774875
519000059,Hija,28554915
359107823,Madre,67969520
283969060,Conyuge,20889418
287809015,Padre,60727202
622195410,Madre,24522695
806683403,Padre,42675096
326227732,Padre,99104434
873581039,Padre,90119381
930867518,Hija,70992733
382387783,Hijo,96184068
932871893,Hija,79274246
340670093,Hijo,62936574
747885589,Padre,27236777
225334269,Hijo,57310200
18081247,Hijo,80380496
130956244,Padre,44607299
813006955,Hija,33745295
676571904,Madre,23667902
657309978,Padre,52627300
205749146,Hijo,9799316
787220737,Padre,85421549
572414146,Hijo,78226089
446281223,Madre,5327523
349819865,Hijo,49564958
966119359,Conyuge,74606564
838744656,Hija,39648688
354708837,Padre,6644857
270052114,Padre,12778299
932080393,Hijo,3587353
696979797,Conyuge,48042645
708796934,Padre,17883297
18295452,Hijo,55790759
736941545,Hija,31664807
114449634,Padre,58850742
125064735,Hijo,24298141
185665910,Hijo,30718745
742441422,Padre,53266584
895278755,Padre,99973124
359612155,Hija,11778295
835497610,Hija,36535567
234694640,Conyuge,67455416
513899579,Hija,57575046
298908921,Conyuge,36362897
960393783,Madre,19038317
243769220,Padre,81232579
730154676,Conyuge,62947626
482097000,Hijo,72654518
606661519,Conyuge,78127504
452693481,Hija,5776090
180204068,Madre,47801354
511708793,Padre,18766652
201002304,Hijo,93549468
85593603,Hija,34038976
514508056,Conyuge,61571441
871816428,Hija,41247652
340551798,Madre,38679852
803337592,Padre,3896449
61600376,Madre,34958465
139607429,Madre,63401527
229848975,Hija,93051730
488410366,Conyuge,40004980
346273144,Padre,91804601
507696308,Conyuge,38759163
289147589,Padre,87700744
103460607,Conyuge,72133444
178419073,Padre,62292138
184151416,Madre,92364692
256173155,Padre,91901847
366510058,Conyuge,36710003
238823729,Padre,26985169
71676275,Hijo,23502022
717927501,Padre,72511209
898956679,Hija,77413586
936283307,Madre,90135450
909628129,Madre,33664680
769608781,Hijo,50098266
388408920,Padre,22156937
258948189,Hija,60092708
73076475,Madre,20143498
96194676,Padre,47782039
483634634,Hijo,39893766
290025571,Padre,2802762
528459027,Hijo,87025830
23694353,Conyuge,81245517
15983121,Hijo,99494677
353841080,Hijo,37573719
909677568,Conyuge,52438101
364967233,Hijo,94525176
526088155,Conyuge,7372187
69316324,Hijo,99505861
603554294,Padre,165700
267403012,Hijo,96130750
410665318,Hijo,40992147
103567190,Conyuge,87399853
30328137,Padre,38477163
431179497,Hijo,39374765
638669372,Madre,64764539
142554497,Hija,8600959
477920661,Hija,73347694
220062619,Hijo,56630883
840567975,Hija,31773988
403400903,Padre,91011860
159783232,Padre,81414425
469162237,Madre,34958465
966300045,Hijo,73134716
629625513,Padre,93211408
979235569,Hija,58202119
872905887,Hijo,99238976
889030519,Hijo,38306572
426573238,Hijo,47082623
143561467,Madre,83130450
280499705,Conyuge,14758655
341182394,Hijo,93809723
181981529,Padre,25369574
295063331,Madre,42091252
177355780,Hija,32227067
184505895,Hija,51186521
176479163,Conyuge,31669931
607858061,Conyuge,52331528
614415272,Hija,55092657
860379057,Conyuge,92338202
26860987,Padre,72742329
855427366,Madre,8600959
412468678,Hijo,27171985
836045296,Padre,30081835
477071732,Hija,28277
440705833,Padre,44685135
461294547,Padre,95483376
459685188,Conyuge,1763395
168143477,Conyuge,58925140
94851673,Madre,31508419
623999240,Conyuge,85083223
915481445,Conyuge,54764267
135223519,Hija,11507271
761962960,Hija,57790220
229211520,Conyuge,86921554
779717921,Hijo,81263105
30328137,Madre,9315536
365559808,Madre,71831961
906626688,Hijo,45004370
588228437,Hija,63182752
540542742,Hija,22473704
219442593,Hijo,9997241
53081114,Conyuge,10786288
335152701,Hija,58263917
716523232,Conyuge,28672259
903716887,Conyuge,84107441
106969551,Hijo,26095801
251447018,Hija,99948399
566678125,Conyuge,53720543
220872652,Madre,78148217
670039568,Hija,40293248
102421864,Hijo,20314638
713994514,Hija,46537729
721318146,Conyuge,37927252
453267157,Hija,33370331
910756758,Hija,60569850
118643451,Hija,85772357
978168794,Hijo,58220577
408861560,Hijo,70407824
687826619,Conyuge,44546211
926495857,Padre,82855818
661978532,Madre,45193785
924264669,Padre,60338501
890327386,Madre,20857572
528459027,Hijo,30780887
479645424,Hija,77618713
656101379,Conyuge,72178122
436308671,Padre,23450705
462396204,Conyuge,68269559
589089258,Conyuge,43839733
683656959,Conyuge,35875511
761394881,Hijo,19775116
315554884,Madre,98043919
812413756,Padre,6065361
724883200,Hija,33350249
422860940,Conyuge,10027007
681666536,Padre,76182413
920408474,Conyuge,80585664
838859045,Hija,81543360
213130881,Hija,9321563
616620520,Conyuge,92647461
971230908,Hijo,62645098
170829014,Conyuge,52793899
989974950,Madre,7601112
370821445,Padre,59471260
595363601,Hija,7601112
621925328,Hijo,70097734
493417944,Hija,11119138
451563854,Padre,32787913
424241052,Hijo,40129281
255768192,Madre,51482135
380604230,Madre,84616149
215969171,Conyuge,35271705
955961312,Conyuge,45612641
903493028,Padre,65036524
753520227,Conyuge,11849904
638792505,Padre,90982497
803937400,Padre,91949903
777041356,Padre,82896291
830466497,Padre,12674255
264318749,Conyuge,71041530
115663208,Padre,28781315
724495292,Hija,64948382
832837865,Hija,44626432
681910297,Padre,83626904
480464805,Padre,77695862
936487300,Madre,6210061
95536364,Hijo,55143715
779919137,Hijo,19091368
608686639,Hijo,74117946
721959212,Padre,71574469
217234510,Hijo,51331526
417560568,Padre,1563724
886097833,Hijo,5968094
962059600,Conyuge,9448039
566709749,Hija,33306518
158332804,Padre,5794
295400094,Hija,78943709
878907032,Madre,46244997
21194139,Conyuge,97089807
251560481,Conyuge,9598067
460393438,Conyuge,85838138
561458448,Madre,63244813
534237883,Padre,67962214
347997900,Conyuge,88345050
726634526,Padre,56757483
481200342,Hija,62603050
378885862,Hijo,93841230
278196819,Hija,85395587
356956843,Madre,86080143
199074234,Conyuge,66267833
31516856,Hijo,3024745
539089721,Madre,70114277
915686535,Hija,40154114
329235416,Conyuge,90380528
679578089,Padre,91712098
714704607,Hijo,22398082
751616950,Hija,99080876
891111440,Hija,52973096
468771918,Padre,17994740
682039890,Padre,69001078
959817760,Conyuge,61798048
414748314,Padre,56589657
304861486,Conyuge,43403180
313352960,Padre,90210304
874275545,Conyuge,81199603
442672253,Conyuge,73796053
922353737,Hijo,95544752
175307721,Padre,25631090
418021124,Hijo,47344359
953420933,Conyuge,77313354
408663952,Madre,98642246
595644205,Hijo,13436502
917241316,Padre,1120110
821449223,Hijo,8266404
895508956,Padre,2252644
879646986,Hija,66107438
371443061,Padre,89309641
841914336,Madre,96781394
493775593,Hija,75830834
193732441,Madre,64285530
56582340,Madre,6082301
650754330,Padre,90812706
263363162,Hijo,11550312
444174245,Hija,46636045
172130300,Hija,87286387
808012728,Hija,38305409
799785259,Conyuge,74192259
351003909,Madre,82817783
310730662,Madre,40384036
75706411,Hija,16634334
408638180,Madre,98627236
120986094,Hija,182456
236598119,Hija,75238786
905003865,Hija,30519363
254953101,Padre,60427543
424336327,Hija,72106033
309850117,Hija,85532600
689669545,Conyuge,25483434
72688051,Conyuge,6005299
552632533,Hijo,55005425
838104504,Padre,16166400
242025202,Conyuge,15718086
985799494,Hija,66919311
361379924,Hija,1759720
103351907,Hijo,4377623
406377723,Padre,47059082
208757007,Padre,35209676
906970563,Madre,69447519
522271141,Hijo,31046219
170323376,Hijo,29736807
241943934,Madre,3180992
523566656,Hijo,6905491
340734138,Hija,24679498
270225143,Conyuge,70600478
844579542,Hija,67638655
155279125,Hijo,53824092
511728257,Hija,7963587
620325742,Padre,5456958
33504512,Padre,4503461
660987341,Madre,42567660
421017998,Padre,17711726
831602829,Padre,31549947
182799491,Conyuge,41173834
141590942,Padre,69016385
20587432,Hija,60640821
932075514,Hija,6758182
462204124,Hijo,86323701
632718271,Hija,6913723
246881551,Conyuge,44638274
519000059,Padre,31229625
535773556,Madre,92466131
803804387,Hija,9130212
910217093,Hijo,92123862
293545176,Hijo,80596204
658482301,Madre,49941801
13281929,Conyuge,33899066
992343708,Hija,77973904
608702766,Madre,60419431
527212249,Hija,15216778
536735357,Madre,83197011
488702824,Hijo,96022668
320154392,Padre,14838916
703184010,Padre,81286200
68926411,Padre,34663561
673878769,Madre,66731363
405964791,Padre,8477508
928802039,Padre,31143736
490352538,Padre,32890902
551743728,Hijo,70391974
23422493,Madre,14225428
641307315,Madre,64930197
352095249,Hija,68380236
267145307,Madre,69876014
465359142,Hijo,76489296
634315551,Conyuge,48624476
283890564,Madre,67043650
975522363,Hija,46323956
336138159,Hija,8541958
461294547,Hijo,11426257
760140985,Hijo,88202154
825295348,Hija,97298917
487204844,Conyuge,11247888
229440948,Conyuge,17632748
232733179,Madre,23549640
297381175,Conyuge,33351196
837972341,Hijo,78888786
415371973,Padre,37526469
286403944,Padre,18429526
629743204,Padre,36325779
565099381,Conyuge,81844004
320750257,Madre,58625920
679399035,Hija,76642606
283921324,Hijo,8092316
901695185,Padre,68486377
947717612,Madre,71007941
543092802,Hijo,19020145
908783871,Hijo,38124086
188296727,Hijo,60915130
989515383,Conyuge,98025288
779479034,Madre,37136653
498209982,Hija,24923918
430698384,Madre,80397176
723185144,Madre,11637590
603479707,Hijo,11318651
357097632,Conyuge,56551672
242658210,Madre,34813204
853139571,Hija,48778758
174485542,Hija,61777747
278306620,Hija,81763473
538055862,Padre,79253488
932794165,Madre,64682946
787638541,Madre,9785944
80615331,Madre,48310230
136011470,Hija,38801887
878534098,Conyuge,62567091
834104970,Conyuge,39966974
985268699,Hijo,15829364
813692536,Padre,68384017
445056239,Hijo,94846564
454607397,Hija,66933135
787105403,Padre,17461591
17695848,Padre,67730375
415082820,Hija,53192277
33722952,Hijo,1118186
228721552,Hijo,27438567
596856773,Padre,5099708
462897340,Padre,20274331
19242238,Madre,8623568
786566665,Hijo,25201205
958796632,Conyuge,28570405
643155987,Hijo,82329369
292527946,Padre,41493004
151694848,Hija,54116430
715369295,Madre,73286364
584773054,Padre,24305788
881106373,Padre,6161755
361103388,Hijo,39288911
286787334,Madre,30261316
974637567,Hijo,59070895
84875844,Padre,92636423
499133630,Hija,37962293
96569446,Madre,63967334
96604194,Padre,9215582
924561733,Madre,55147817
713994514,Hijo,72990081
644726765,Padre,70919805
320750257,Madre,93660257
885605904,Conyuge,70389217
646579537,Conyuge,52398766
86978277,Padre,6855727
586917928,Hijo,72143379
600730125,Conyuge,87231435
135229642,Madre,72273295
796331750,Conyuge,17608165
873750691,Hija,59902425
895549399,Madre,75260544
313962158,Hijo,85465664
11690952,Conyuge,61763030
613564199,Hija,84607133
327723411,Hijo,21905961
349850644,Padre,33267619
298425114,Hija,63190617
667847385,Madre,8220405
63556423,Hija,33394204
546123913,Conyuge,97438471
832223346,Conyuge,19611076
809884065,Hijo,37200438
186614132,Hija,65234976
243052410,Hijo,39689333
709178834,Madre,37298268
215962028,Conyuge,60975768
923323780,Hijo,73869496
208746022,Padre,22341910
990386665,Hijo,27717061
922885388,Hijo,22011320
496760849,Hija,16329692
115083352,Padre,15533637
457546128,Madre,32875083
786456333,Hijo,55087221
731372418,Conyuge,46046321
433028627,Hijo,37425361
740680909,Hija,41428172
283432181,Madre,92499342
928763831,Padre,80090007
905875067,Padre,854438
485321783,Madre,18515783
767270527,Hija,7573746
226469019,Hijo,26414654
791731266,Padre,57344742
261555806,Hija,1979925
127694051,Madre,29916976
350048846,Hija,35155716
978361330,Conyuge,63331693
495747299,Padre,67071908
558018413,Hijo,22895214
495910457,Padre,97180353
668130490,Hijo,16527053
608693239,Hija,52472259
818246539,Conyuge,65213513
358324387,Hija,39446798
850028286,Padre,71076924
168241226,Madre,73943350
460060611,Hijo,10821502
399552495,Conyuge,43992222
270102687,Padre,41229527
793952647,Madre,58379681
569306412,Hijo,36963623
103988234,Madre,79372765
147194836,Madre,45133769
853737161,Conyuge,94511938
483634634,Hija,31150563
561785500,Madre,79558534
953813571,Hija,95710077
821798102,Hija,59163315
17004430,Hija,88301356
648244083,Hijo,40654112
88443487,Hijo,3656234
991581347,Conyuge,48773500
714435411,Hija,74954102
828422570,Padre,80753463
400415272,Hija,6455822
804050944,Madre,36176840
525318561,Padre,90397232
146107083,Hijo,72086345
488525062,Padre,78857399
201755569,Conyuge,19507935
876767675,Hija,37316833
341357552,Madre,60390629
246082004,Madre,77393612
906592910,Hija,7069185
58780398,Madre,51490033
573815465,Hija,91735924
374261197,Hija,59578271
543633592,Padre,33974541
324542428,Hijo,70162656
122872899,Madre,995674
293702642,Padre,8589652
534379814,Padre,35695178
917586251,Madre,65815669
905875067,Conyuge,70324889
56392083,Hija,42725525
953137227,Madre,2646288
377133357,Hija,56867736
224460955,Conyuge,4316372
818249725,Hija,4589982
49549024,Hija,8694117
599420527,Madre,82329369
814738429,Hijo,25159108
531723035,Conyuge,55354635
198467043,Hija,86354065
747210518,Madre,37235969
308769416,Padre,14076887
574680834,Hija,28114962
16240358,Hija,90786937
733795530,Conyuge,63378155
761913104,Hijo,64636127
73189857,Padre,56088429
319075979,Hija,77439730
967607435,Hija,47051508
843832343,Hijo,65725339
33284319,Padre,31404348
756619446,Padre,92667620
825680010,Padre,86716314
19890402,Conyuge,86330209
38168785,Hijo,99632419
910238262,Hijo,59832446
806712615,Madre,24951704
900630874,Madre,52856348
676599233,Hijo,23419672
193052988,Hija,13722905
864724219,Conyuge,3300334
291385642,Madre,41779895
178841503,Hija,39220676
142028451,Hijo,19286501
123143900,Madre,12342182
87436648,Hijo,57531852
967531763,Conyuge,90383350
841354617,Hijo,24713992
743924185,Hija,48752180
185518207,Conyuge,69066208
176906112,Conyuge,43336010
133254649,Hija,25830550
900713609,Hija,69076279
908753134,Madre,8187461
966081252,Hijo,66589898
560995406,Hijo,90003955
911512552,Padre,40784560
870633103,Conyuge,33338964
673648391,Madre,13994197
407107017,Madre,90297911
968908020,Conyuge,91732786
697825294,Hija,67667525
797641889,Hija,89396536
119335765,Conyuge,76644498
86039959,Conyuge,13620282
217988293,Padre,79164305
163732505,Madre,77121311
739550851,Padre,55770216
342383816,Hija,8410409
92113941,Padre,37811649
613091293,Conyuge,61728743
39840634,Madre,60759462
641646196,Padre,16831297
971596048,Padre,99025857
212306986,Hijo,60880505
163732505,Hijo,67277822
735942518,Hijo,42143378
568103354,Hija,65347698
188236204,Madre,28781899
24130628,Conyuge,14172994
214066171,Hija,311665
43633858,Conyuge,93684353
777756647,Padre,29337439
560417996,Hija,6004970
898592180,Padre,99275379
542042649,Hijo,40300225
51366987,Hijo,39445179
573973142,Hija,45360119
887976341,Madre,84868774
644726765,Padre,39086715
918026008,Padre,7660221
24101992,Conyuge,59825016
584773054,Madre,4068826
947717612,Padre,96676856
936897524,Padre,24081633
418698696,Hijo,33163399
680712686,Conyuge,41932488
963270089,Padre,50748022
811996725,Padre,59689083
547803420,Madre,41498863
910996739,Madre,89839084
934223320,Madre,3291594
761968357,Hija,76197979
797954461,Conyuge,190007
271223804,Padre,28656330
134175091,Hija,80058533
583665798,Hija,86413805
344785160,Hijo,97218655
951257520,Hija,19928012
56037508,Conyuge,60940969
662363504,Padre,96976797
776230548,Padre,81478413
620762590,Padre,73493443
846310672,Padre,96587526
202433612,Padre,22644954
200225774,Hija,1502427
570157483,Hija,63706554
472472977,Madre,68890354
160475990,Conyuge,85326208
778191355,Hijo,11152709
18081247,Padre,2378254
285133423,Hijo,78315831
338716964,Conyuge,31428011
52273539,Hija,61027426
911559156,Conyuge,53865682
600525701,Padre,99514295
154366017,Conyuge,12597789
529027488,Conyuge,54781584
651188182,Padre,62518313
976705059,Madre,78947882
116208335,Padre,77611643
923150476,Madre,95114545
476904266,Padre,18182318
47665639,Madre,54231442
788821528,Hijo,79749908
155472058,Conyuge,54720531
210855942,Hijo,31155535
382132760,Padre,72660480
703048482,Hija,60955944
397090731,Madre,70440920
807138789,Madre,57956146
511019776,Padre,61771792
847359286,Madre,76377854
656765899,Hija,59947241
963460275,Padre,94064245
689669545,Conyuge,84985517
184217057,Madre,57211007
163578823,Madre,62900726
103461984,Padre,45466830
863665099,Padre,94520799
536944000,Padre,18182955
608648657,Madre,20913098
498631578,Madre,4063034
275900182,Conyuge,91687063
781768114,Padre,80945738
537759518,Conyuge,25337540
179409209,Hija,2256919
27766767,Conyuge,28822854
738668297,Conyuge,28885748
817290754,Conyuge,54751215
79679926,Padre,87084735
471596447,Hijo,45497498
803512423,Hijo,36755964
320611046,Hijo,7810691
936267212,Hijo,1243685
640535707,Hijo,96071530
412810135,Hijo,97549284
325169907,Padre,1856993
264220917,Madre,10168264
860997490,Conyuge,79962258
105338461,Conyuge,12465199
604967934,Padre,51830896
765216896,Hijo,52835993
723851451,Padre,98651273
669753594,Madre,23795482
816406636,Madre,56547915
954690490,Hijo,25813509
541661862,Padre,55073078
727568236,Hijo,16302014
46387321,Hijo,13938446
719192984,Conyuge,49033891
240757145,Hijo,81133303
639544314,Hija,92337088
178182963,Madre,80885013
496671807,Padre,95713456
685828882,Hijo,21570004
259465427,Hijo,27446213
661492349,Padre,13455810
416515094,Conyuge,3825713
242331732,Hijo,58460204
421416727,Madre,82752687
473950526,Madre,89593553
59193622,Hija,66369617
939625008,Conyuge,55752790
177747836,Padre,38800688
148500448,Madre,80841633
536492634,Padre,26753942
457850059,Hijo,26089112
598406076,Hija,3220177
993374135,Padre,47036587
194104628,Madre,8291556
10763026,Hija,15687156
442644106,Hija,67570508
779890485,Padre,37938232
80414063,Madre,4862712
122521556,Hijo,62300549
569437706,Hijo,31433350
527429111,Conyuge,80372116
973868017,Conyuge,6068977
757900916,Madre,83671831
428080649,Hija,1429208
303443868,Padre,66853373
142592698,Hijo,36961921
261185744,Hijo,59642422
640411239,Hijo,60741887
636179301,Padre,15267
985538679,Conyuge,78710079
132632482,Conyuge,40859285
336757708,Padre,49749960
561785500,Hija,64246743
966326091,Hija,71897863
817238386,Hijo,85400179
282056037,Padre,62111949
712242394,Conyuge,55275336
389797674,Madre,16034382
443100750,Madre,59483991
346064734,Hijo,88207295
527954639,Madre,98779500
808843366,Hijo,31866894
114400384,Conyuge,83471290
259332452,Padre,37331004
477723117,Madre,9745546
606863184,Padre,26844604
328940608,Madre,76270837
816142366,Conyuge,58946752
832348018,Madre,44844368
583665798,Hijo,19270231
497715272,Madre,50371788
901563985,Madre,10620828
756413705,Hijo,18884777
120609450,Hijo,68224719
463805026,Hija,24713992
743514937,Conyuge,24618379
642650611,Padre,13169362
358463755,Madre,10784330
203970044,Hijo,75362849
622784486,Hijo,50086406
648113609,Conyuge,81486216
427181676,Conyuge,30836179
755365064,Hija,24888523
319143233,Madre,61961379
290984941,Padre,11157197
381100717,Conyuge,8448345
501182668,Conyuge,93250453
765542916,Hijo,2906116
996173571,Conyuge,58850069
690540697,Hijo,24214702
222408246,Padre,76478057
489271590,Madre,97834462
842766922,Hija,20446717
356207713,Hijo,57475960
224507401,Hijo,25386105
653038963,Padre,78606327
656108767,Hija,24709785
404075877,Madre,50686843
730108666,Hijo,47711848
536944000,Conyuge,95271043
703737195,Madre,53129379
823556880,Hija,32245149
337240249,Madre,2983307
901960311,Conyuge,62901602
224165977,Hijo,54838396
242506971,Madre,35484988
843390391,Madre,66519121
260163942,Conyuge,49027464
155046584,Hijo,20969235
255427545,Hijo,3390449
796069334,Hijo,24382440
763476174,Conyuge,86234266
99111204,Padre,34207546
225696895,Conyuge,57384527
895294708,Padre,47932125
382315927,Hija,1247199
119160962,Padre,88621266
622121926,Hija,51465325
17999280,Hija,17312708
603430683,Padre,85086371
899875586,Hijo,2689472
311061301,Hija,2984255
97039173,Conyuge,50549106
527635502,Conyuge,11184171
737567864,Hijo,21347679
165579663,Hijo,14029660
78652386,Hija,63718158
79274869,Madre,3361509
608419640,Hijo,30377258
547856304,Conyuge,68645989
584316280,Hija,10168264
350793608,Madre,39593016
615646786,Hija,58971790
342110646,Hija,57058439
220062619,Hijo,61290995
741552001,Conyuge,39664297
784808212,Conyuge,79923728
521350700,Conyuge,82758092
21601960,Madre,828032
724506162,Hija,27027253
84589118,Hijo,76489296
255191073,Conyuge,80529913
340670093,Conyuge,61844208
893180706,Conyuge,26919736
136497231,Conyuge,67492145
993549382,Padre,23300998
517082779,Conyuge,9735915
224890649,Hijo,47211255
877873475,Conyuge,64317435
543796571,Hija,46670386
985784193,Conyuge,24258095
963093117,Conyuge,98125614
603900564,Madre,95381213
414263510,Hijo,62089202
493929521,Hijo,7771207
635676039,Hijo,20766818
561785500,Hija,82940051
787364107,Hija,45955818
175313001,Madre,36932756
713790934,Madre,35063391
590129380,Conyuge,99551335
981925041,Madre,78173809
54810733,Conyuge,39850732
152222961,Hija,21237201
787686287,Hijo,26606951
583255637,Conyuge,66466557
55231963,Padre,53874901
960818572,Hija,18335603
816644007,Padre,46464933
573803928,Hija,60396881
271456392,Hija,4366843
248203212,Madre,39054570
784190223,Conyuge,45560968
637998038,Conyuge,68624287
621634542,Madre,29470032
243583523,Hija,18809878
541949929,Padre,49379275
897472742,Madre,92377156
687443081,Conyuge,78883762
614570556,Padre,49305920
61679492,Conyuge,22964652
802743736,Hijo,64737772
281228862,Madre,59591733
17740783,Hijo,39108675
312994199,Padre,66453396
505820589,Hijo,93516909
344904473,Hijo,15951654
452347230,Padre,74235920
192451781,Hija,17941776
750594548,Padre,1703593
504173631,Hija,83278426
619531206,Conyuge,19043356
602813322,Hijo,67428875
207264129,Conyuge,23547309
330020426,Padre,36658931
762741341,Padre,56389150
646839109,Madre,71645106
20548651,Conyuge,42409695
348480690,Hijo,39483420
560514484,Madre,65517230
808822569,Conyuge,62789808
160173098,Madre,87582775
318293148,Padre,25540172
875723583,Conyuge,13455881
63605330,Madre,66905107
903493028,Hija,79827555
303602392,Hijo,57807180
522256625,Hija,4992379
993374135,Hija,51699374
125050247,Conyuge,71104612
711394329,Hija,48473005
852949985,Padre,98267852
304929872,Padre,81942889
341329369,Hija,93917165
952522351,Hijo,98660760
687472775,Madre,50058596
964613590,Madre,68259031
681349388,Hijo,55285856
479834141,Madre,42164098
579258139,Hijo,17800420
417345768,Conyuge,94224502
680122587,Padre,96918395
466041265,Hijo,10632074
379507594,Conyuge,52052156
363088761,Conyuge,24083996
324260527,Conyuge,58625202
138858157,Padre,87390123
796921556,Conyuge,7073559
801150582,Hija,42371564
53638668,Hijo,71541274
866287986,Madre,33489136
712462391,Madre,74214957
110861492,Hija,97375523
168967340,Hija,88308406
789563473,Hijo,7980990
597445951,Hija,22921726
602295261,Padre,30683523
131667830,Conyuge,86433142
872905887,Conyuge,43417580
502859010,Conyuge,63489091
476416611,Hijo,23852033
756715629,Conyuge,68066307
476441306,Madre,98664005
716306070,Padre,970770
122872899,Madre,39010463
683865766,Madre,69443505
344446554,Padre,69042890
742124512,Hijo,96363443
282056037,Hija,31669931
293741531,Madre,98832748
194310065,Hijo,33949603
505290885,Hija,63990477
747584505,Hija,69451985
476082905,Hijo,19664243
770510048,Padre,19942542
375733534,Hija,4691148
232632877,Conyuge,20292548
838100085,Madre,44292984
366478832,Hija,17412057
918269627,Hijo,3176792
944659004,Conyuge,20533005
326691446,Hijo,40220966
647012801,Hijo,43574661
282714079,Padre,51435958
701761608,Madre,5447767
100159201,Madre,14503024
862121423,Hijo,95844120
811339430,Padre,7119153
856052957,Hijo,11860515
493593675,Padre,44814282
801893888,Madre,53838091
160793105,Madre,68147196
819314390,Hija,50604724
636851123,Padre,13489550
316892172,Hija,50076944
594596941,Madre,96523711
169236321,Padre,3766875
423034478,Hija,80878609
952474624,Conyuge,43777304
168175704,Hija,30873933
375308444,Conyuge,51977184
536936409,Hijo,19203008
82818033,Padre,11436319
72637116,Hija,23686740
352531239,Hija,36191206
597549684,Hija,50371043
686639737,Hijo,63379018
273703468,Hijo,72747958
184416110,Hija,31256660
126555307,Hija,53014138
19299783,Padre,25289096
496811836,Madre,18097614
705585628,Hijo,5000733
501019804,Conyuge,85734119
212640085,Padre,43697244
937123297,Padre,51640570
770566487,Conyuge,39371127
471596447,Conyuge,8352025
495118255,Padre,10631883
754009890,Conyuge,99057539
490533433,Hija,81228493
564951478,Madre,344570
871467760,Hijo,23811453
837194494,Madre,32076481
569296144,Hija,74861597
379454173,Padre,65541550
520055712,Madre,20535599
536909336,Conyuge,64651867
594102300,Hija,74763209
747108152,Hijo,89800843
889230791,Hija,42446163
792479697,Conyuge,54857490
950385669,Hija,33556207
426879856,Madre,22928701
183411751,Hija,13761203
25538609,Hija,71433266
227402863,Padre,58182496
34699877,Conyuge,64924513
214459841,Hijo,74179779
507696308,Padre,46930256
635394847,Hijo,39374765
547232534,Padre,9708253
213152808,Madre,72952832
941199876,Conyuge,11490091
809825751,Conyuge,77102644
481446909,Conyuge,42726305
580330321,Hijo,73633536
626998699,Hijo,45668958
71964017,Conyuge,48250622
111945231,Padre,50592001
879484053,Hija,40204707
331050166,Madre,83698605
302674806,Padre,67875335
721959212,Madre,60762126
998709802,Hijo,6775562
695190092,Hija,21361562
96535517,Conyuge,11497576
201158773,Madre,1150526
658568265,Hijo,15320176
408861560,Madre,5268817
965751712,Madre,69482121
586576749,Madre,10179100
21324239,Hijo,6329839
300180030,Conyuge,44688801
921866228,Conyuge,21975886
484095270,Hijo,33089231
286289248,Hijo,50300482
709643021,Hija,75379090
119202173,Madre,6529178
482107108,Hija,52713186
848887113,Hija,40300225
53029895,Hijo,35426230
702899862,Hija,35404011
904078399,Hijo,33612793
