nro_seguro,nro_documento,porcentaje
6548222,302774014,98
904497,627083740,97
4168637,404838929,27
3867316,654900475,41
5138882,772019754,84
6849934,422414201,62
6249108,798969086,16
4753264,419529489,11
9008200,704598606,57
8571214,241259100,88
6835116,801431577,53
2150788,933237380,87
2339749,270671441,70
8977781,238264457,57
7057800,52888870,99
213235,239591861,78
6718565,56888407,70
4631230,612079226,11
1966839,744335945,42
7005719,859611723,2
5538754,306081579,27
938813,714435322,43
2039879,416537066,75
5909901,522010839,48
3147143,721879277,97
9448242,413746081,27
1249051,268042034,12
8434240,99111204,92
2973176,842084978,30
9144625,259762069,41
6289863,899377161,42
3946179,591814134,52
5377060,30242778,54
7497402,834420600,33
9803714,75001871,7
157779,578093832,34
2585557,271154608,24
8135725,971808542,31
8958632,65253474,72
9135247,248682096,78
897386,873581039,19
2261929,361573470,98
1643827,251421342,85
2081271,794460509,21
4663576,574914130,18
9594138,525318561,71
1405104,571332658,23
8615071,932080393,17
6340529,666048177,94
4106121,886493965,85
3329712,264482454,45
7315691,660610812,3
419978,88710344,98
5931069,180080235,66
1810524,149451610,58
2619531,972796752,49
2412542,634514909,16
7590099,484595933,85
2101485,98416767,57
6238628,431427383,87
8631485,681616183,73
7325205,679601622,93
5460357,921409216,80
545447,760050044,94
7160653,100652998,88
8760921,279024906,89
5617714,713163342,49
9141057,658564256,53
1258815,511430716,74
417225,442876852,24
8431439,665825399,44
2455329,262676056,82
4952961,942190998,46
9425738,246082004,94
1959072,354094597,4
1566455,794463488,44
4132447,864983940,81
4115510,217114749,89
1426543,594722516,94
9834547,462131712,31
8857786,431587805,99
9542561,18289515,27
6090455,412926657,30
1948519,906528786,92
4915070,856906771,27
4892800,256144093,96
3364337,360886631,91
1137268,293774065,45
5836008,795648450,88
8490423,960887644,37
3159624,69334733,12
2703130,596664167,31
211371,213152808,76
759172,378692240,42
2527436,49028478,18
3591655,514417139,68
101463,472743688,54
8698492,269267063,77
42441,25026932,54
7935035,40868996,21
6698745,247525377,3
7191678,544898896,86
1093351,397090731,29
4433153,713302852,26
5996833,497067159,95
9770775,764067480,48
130455,112910250,38
8722293,884977258,50
6522741,581305431,27
433330,137893092,65
684461,927782182,43
2123117,21588942,82
7440865,711209265,56
3993634,371953775,20
8678256,272666764,8
8247909,13281929,43
3832807,724736531,87
923884,801848234,69
424375,691903332,3
4009526,385764613,86
527563,780502240,9
8712129,816044657,96
8068388,631899836,41
5149527,986168783,27
8904927,259465427,8
4404329,846673883,97
484668,78209610,78
1330004,57265489,24
3649792,83388660,27
9761898,724181433,14
8737357,203139228,69
427733,734279231,32
933837,253255675,39
5015291,682701471,69
2874370,61795940,10
7401377,745930874,89
6948237,872060469,94
8139265,615572667,49
1859290,169314562,60
6273405,292879783,92
9851471,119160962,1
1969454,534467234,70
8652475,812703050,89
5650582,157618048,88
602269,237764447,87
3166968,441309646,85
1503755,399090258,77
9697253,974574802,12
7915108,675923499,61
6897826,361701152,29
7067369,775998746,88
5429529,758546732,100
2229030,700041342,48
7061840,507938346,97
520268,448539878,54
1732159,84238851,91
7511857,893449785,63
7429946,798235365,9
4746568,998522372,68
9616902,633836658,7
3397288,61942695,23
7938835,835497610,78
4888333,270398230,75
5924756,37912207,15
7035044,56714568,17
6596890,239320100,58
8100396,494122780,99
31164,58536062,43
1705105,775475507,100
6566572,238941664,61
698414,13900278,6
8040515,207264129,74
7822859,914308552,99
6116703,427366516,74
4542186,912581451,3
6654165,428080649,37
5346370,941639123,79
9287391,643172744,38
3743364,840567975,57
5368518,349290477,39
9618864,128391493,47
7315452,835638275,1
7590099,701991470,17
4944660,462483362,65
6502676,217988293,82
4466588,976978102,46
9705066,243922391,40
899905,29334444,93
1201416,344810653,72
6028219,460723034,57
3008766,797516999,36
5300062,154420247,3
684461,362883067,91
6464362,302434729,92
786754,405056062,66
5619638,480125143,21
9842859,371032076,5
7999836,358718246,27
9684866,79011240,52
5453342,989541523,50
8735121,15853344,25
8118597,200225774,92
6719949,789901569,35
3712122,405964791,12
3404765,247409613,73
8412203,369779005,20
3775501,295138814,93
7032963,947775640,95
2726004,309070129,78
6827190,923547124,4
2640216,120909914,40
730716,155301266,42
5459036,224311985,40
7661699,133187366,55
8546149,264872312,100
4171707,909628129,19
9557300,658162083,46
3194909,167463460,45
5578139,35687484,87
53457,940061222,15
1467332,359765109,99
5836229,524203819,53
1293536,292102747,26
2974736,937127104,14
2690147,335234396,45
2256871,947604943,93
3865615,283286150,84
4785263,951008690,30
475364,898764995,68
2103047,874863901,7
1941871,757130200,36
8675299,751405342,80
6849934,537169082,64
546916,910131501,34
7845638,951008690,71
1614121,409362891,28
8308932,747885589,100
9532039,21774459,43
1643167,54836037,53
9011014,585849425,99
7899975,37596874,67
4968253,677083703,35
5981192,128355943,52
2840337,476106358,71
8631346,742339500,51
849752,723985804,60
7806901,424190822,17
4991077,952151237,20
126972,794452119,55
6720285,203307709,18
7084161,219017168,45
2909561,904104687,26
6251585,894208651,49
8089177,909146262,20
9503102,547155501,13
4921783,588772369,34
2497697,892587064,58
6052781,870711212,86
9089808,704598606,30
8842332,616297728,11
649396,42361729,29
4179839,480092241,89
8834339,641156802,51
7868265,834825867,47
4450475,133852676,99
7504222,658819621,34
9264710,357128117,97
484857,483308163,73
9539468,708462401,12
8388791,512919026,85
3272531,440692471,77
4972794,921903305,76
1056776,654789381,64
6778927,339912096,75
1829235,500514204,34
457019,515701166,49
6757677,658739207,32
7854410,880706723,54
400886,987390316,33
7565299,348098521,87
2780405,665254694,62
1052221,924872473,25
1226868,389162992,34
806742,514508056,31
347987,328547830,98
4696530,704288555,31
7583001,143896060,20
4412696,31579659,2
1431767,219504937,77
1838876,172395964,99
939977,447507550,53
7776282,445146533,96
1348523,889546990,66
1005497,326864340,11
1585653,611276839,47
1294682,783064574,29
8402127,259332452,55
213235,820276072,3
8318662,826751077,38
2154251,91573910,7
1727852,196783174,6
2987998,194643132,18
2952594,123519795,66
4099672,347174822,17
5664680,878626412,15
7445055,177123410,15
9558154,550987642,59
4033610,590093153,52
8274833,600817065,84
5882372,170262225,42
4107245,72064940,89
7008406,76281127,47
1837514,99076258,42
3166362,491214210,49
9030457,408752828,1
4569153,614637504,10
4377342,903139237,11
3144330,975210458,19
4155755,525163443,34
530080,787077500,97
9368826,780642216,19
7968482,933650141,81
972566,378665939,9
9188856,897503927,79
2694247,603430683,64
7808518,440495723,95
6389137,745307158,93
5897591,429976936,99
9555801,143915440,26
2599472,249240883,29
7297453,891557132,54
9978231,490374050,76
8715903,830075066,94
543946,995819655,41
9819803,78570085,83
3118572,534128113,9
5949670,124675641,9
9695893,953141310,85
8545760,849923592,37
4040272,858392848,15
9025716,580672232,79
3241039,757130200,10
8975714,75295027,92
5922122,796352893,100
8256336,11832123,6
509222,969943817,7
120878,774793648,95
6663164,798235365,99
1048818,184990865,94
4907262,899157830,80
7481866,919585532,54
4620096,701178643,73
3027268,298382160,44
7367791,916748430,14
7297022,425020901,54
301396,240734876,52
8640575,172692229,41
6059438,409013127,31
7526041,365354093,96
2640932,656520750,5
2781307,948875928,72
667608,428901464,42
8427204,614800775,85
9678653,606124679,71
4806746,429874381,54
3727106,83494170,18
273670,288511340,47
7300008,842042701,47
817673,44391217,67
6086560,695959854,97
4599561,30869198,91
2263881,977593201,24
4976622,208490335,60
4336248,574376434,30
9759875,171156104,6
6304354,220152913,30
213235,684935032,66
5647489,560355431,26
959381,261630424,97
5291298,698379182,45
1148758,650960620,79
7655755,442201073,7
5120537,262348291,86
2897568,44422253,18
2391263,838859045,39
2456305,416663278,29
7560490,689281174,77
9138063,316023168,90
6622228,969992624,9
3955178,462897340,83
9199328,726514065,93
2832542,444174347,44
8614688,982760542,67
7590342,723803206,73
9971696,156511156,47
3170374,627705271,63
7358198,930105384,30
8346900,703885760,62
3384667,795277484,15
4043446,540146428,50
886236,531485213,99
8200556,749646866,31
2649640,805765953,35
5239254,233000600,12
9728916,830367245,33
3407325,812198583,78
125267,388408920,40
7908944,698660563,71
7903682,42337616,84
9236715,319777867,87
3872219,868424913,77
5919711,723711307,42
4181897,519947062,77
8453037,205890204,74
3796233,50461967,30
2082463,267572491,54
599616,249234109,44
620190,288388222,45
7917845,685598894,65
1028063,135543309,85
4164204,603573941,79
8830773,586917928,66
2571002,313727155,98
7558275,432012063,43
9058798,298202501,28
4425375,914783449,43
4391555,176236210,11
1551212,812001509,20
9344164,60828481,91
2931557,935224328,47
8641323,922715356,98
8871695,340734138,29
7811737,235068448,62
5970206,66905927,100
805768,673110384,1
7347271,571619050,26
1430069,955085036,8
8672180,416912214,13
7299785,293539546,19
1457504,46044945,68
3793119,261324464,18
2450226,118553197,53
2137549,931372208,39
9979012,290038569,25
2896834,330193415,90
9845852,106935951,58
5012546,800791031,93
9816651,820531494,97
543946,652466272,64
7012617,467354651,9
1190564,950664127,18
543192,972416585,43
4816483,524129854,56
4225197,141318693,69
5532241,346528096,99
3729515,37113604,18
3414356,493440187,75
3806472,775786544,74
1530980,201240592,49
4907847,888175664,54
5830384,15808438,50
6321559,82040758,78
2899354,310267681,89
4025632,716705534,23
6969069,191505728,92
5883319,301509890,50
7664345,904840716,36
5042797,780592124,45
6202184,31417249,36
3533311,908753134,77
2440239,401974120,56
9336077,654480221,64
2244127,438498016,33
1073266,377265492,56
9429160,157976072,3
294588,633836658,97
1349959,534818831,46
1650602,898424196,58
3392761,873803491,16
8328747,984941427,85
9172175,449061025,13
4281269,226908236,14
5609769,294070195,20
676446,106441174,40
966240,333399224,94
8080706,650966644,17
9866884,574193663,18
972904,541303767,74
2953754,236530645,69
9716575,937400506,26
4631162,905329622,83
7469456,176880569,89
8320321,489833376,89
4303116,40439698,34
9551754,596515890,38
7600318,806021160,13
7518462,564335326,95
5669246,613941386,12
8648676,815555356,96
9109547,721271522,57
2164599,598981794,75
4341067,415937467,73
4264474,90192524,33
4704462,782029679,42
3795663,161487092,70
9320837,750038194,54
3533311,518728149,60
5856667,551707194,92
7097807,60614252,19
2123227,996874661,9
6459412,282874363,64
80086,32393450,61
8144508,776088041,27
2873866,21615913,82
8099438,17762809,71
5670598,442672253,21
8273456,247942107,79
3629426,257107638,35
3362207,469465722,10
9476430,188310871,79
7903291,62337017,88
9322353,674195234,63
7138798,415869630,61
9040253,929583014,89
2608785,645196296,59
5398583,47187706,2
1655990,746950124,85
9004773,976858439,11
5420687,294079333,69
435789,221643367,93
378073,790302203,32
9600660,416853433,68
2731084,860588368,48
8410017,998195068,87
7136959,532860035,51
3331409,211817202,69
5369397,412457371,45
1757577,45457398,30
6761031,519207336,71
7769603,824534782,88
4217760,648533415,50
8421791,682183207,57
4963559,543032633,40
2118884,418538255,6
7576375,834995927,57
6150700,672767538,72
3190563,564060177,83
8321791,43750233,73
6090531,226407812,33
146868,120073670,31
6496928,92647959,14
2743268,391413639,24
8093380,778034814,53
3682248,371953775,50
9423803,770510048,61
7881965,711425040,47
4044126,451995290,12
22660,251213606,66
9678125,653237448,34
9438526,474499604,79
7647952,909721398,69
3390152,292282848,72
8928327,545715731,36
1966839,810784096,23
1083374,133681089,93
1166364,779839787,55
1891623,179158945,24
2112601,801288134,24
2379157,712242394,5
4664562,672969366,33
2893056,346273144,63
3503350,14109224,18
6814666,257500010,59
8822775,60820038,21
1321341,45297621,77
5685310,789186981,23
749567,371953775,32
2906953,795492255,52
4227323,144565627,26
8813995,769591994,23
9993453,608088732,41
3570264,489833376,74
9124009,491236276,42
2464770,343943346,51
9630037,471398836,74
3648071,19242238,24
5341494,642605220,87
8248036,917586754,62
174688,536936409,87
9091237,759478365,94
9858323,985612474,91
8359858,71414616,60
1755936,736373490,92
5310556,917528246,72
1294252,382785287,98
7454284,311114868,32
1220022,361652209,71
3331968,62206765,84
2587333,506620422,49
9659977,559296570,77
2423797,156841408,42
1680665,250961944,90
5359328,906592910,100
5674724,842946392,65
6500432,539160766,32
1220164,832348018,35
1015992,67346720,79
4418132,179828718,78
6921008,302799487,1
7182392,540183852,36
2468202,393512432,12
8080702,998578741,7
7029474,532209524,77
1386853,963093117,87
5048000,248914208,54
1667876,711884312,89
6278693,344058023,53
2244127,855238243,26
3088380,428901464,78
8008953,761962960,73
877908,699167017,91
1169153,73076475,42
8307546,58751715,89
1917366,503829235,70
1684190,65367857,17
5564954,692187973,40
4120163,672450483,16
1179283,38782567,59
125267,695053162,14
7667308,660598985,89
7494021,504829031,1
6615435,279257177,17
1841474,455710830,19
5704093,837349746,13
9046465,934855402,26
8092279,189728461,73
3245530,508399163,96
9314035,541101593,21
5673741,349041545,69
9574937,977419894,46
1624760,641801797,35
558550,278317287,2
2503428,863238746,21
6377030,35687484,63
8684813,921061744,22
9578760,169943595,1
6986912,89497555,30
9989151,802720023,46
1621864,801413186,51
4548290,176715386,99
9314832,782632981,64
7817137,549171460,81
1129453,888490773,22
4133247,58101215,96
4937941,894470083,33
1733924,591755672,52
8509037,762594259,77
3861943,661978532,44
9154118,667520744,32
9347090,358527854,76
756161,805669820,20
7124365,144251318,68
5988008,551707194,81
8484194,891649832,92
1137903,657068451,87
2287405,348480690,69
3894458,39186902,16
2615164,352940117,16
2337424,86157869,83
4548253,922622804,84
7396394,914308552,12
9302965,21577468,9
4291831,143561768,18
9997245,917816683,32
2061960,399576110,78
7603228,543739576,8
1124194,62558823,29
1760607,108863118,95
1010257,558015623,36
6967817,444174347,2
3959033,46489383,83
8830297,764810428,22
9978702,136936696,39
6708364,186280888,58
6177330,811781260,47
7584573,537953322,26
4299861,515944806,22
7722119,100096008,24
8147823,227653716,68
8105180,248679940,65
7688046,222916523,100
330665,139673442,69
5591414,25934693,69
6700039,798916973,28
5055626,527429111,75
724604,773682528,45
1668072,255006455,99
9756623,959013073,64
7414862,139011177,74
5917452,749461212,61
4984167,262799033,97
5325591,175958989,60
9640900,235624518,84
1481845,690388535,7
4716871,711355941,58
8618391,436308671,72
6374476,376373776,91
4746236,401643297,41
6404135,669784646,76
2412542,574680834,58
4278740,785148282,47
7546548,463851200,72
3302906,719503346,92
4271549,24368855,64
3101727,77759904,53
4982778,23392242,49
6654187,451251062,36
5551964,196870259,50
7222094,949230968,10
2531625,999108518,26
3124216,816692588,33
3176862,737704472,85
6236618,324605749,83
467017,626786641,3
8092271,568977483,69
1945904,652713044,90
5983929,561068323,72
6623927,349337500,79
9121109,804955357,19
7412628,516189267,64
2673397,858276103,19
5603862,837176984,18
6959752,469749796,72
3771314,564273826,5
5721406,78222714,49
5246943,274646978,43
9584556,946594326,12
4281291,612709272,57
6641162,600576084,25
3356469,352767734,95
7588715,66693151,7
3075392,495167816,71
3295262,626998699,41
664802,752200966,24
6027499,271223804,54
8919578,508223046,64
8334001,24101992,69
1740581,48158996,47
2526193,427464328,42
5087525,525142057,100
9744909,260305260,55
4948623,213177870,96
9500134,381708988,63
1067395,538595723,82
328002,15900364,59
2120475,377901867,61
8367512,919309678,86
8676230,247527173,98
2634325,814230626,78
5713241,940681583,17
8279677,628716079,10
8271340,486760232,39
9979012,558831175,50
9872215,899164474,33
4455000,475937806,58
8112848,819157490,18
9442399,411266169,66
6467950,872759206,22
6661344,23204628,43
1732183,329146632,13
5118870,674000295,34
3863047,717892632,18
7000727,540146428,85
5688242,850616578,91
7941626,712381271,7
2211157,204925169,44
8202730,979181778,73
5017653,763922261,92
7124751,651050913,53
9827113,103393631,55
6959482,387720189,34
5981460,855352619,66
1790437,206836665,64
2227470,96604194,36
4000973,635059706,63
7992426,90655752,79
7827868,837895784,21
5694157,346863319,77
685450,934205424,86
7888843,790398661,38
380574,698937812,25
2449184,427274371,4
503850,979548832,38
7918357,100760535,71
3040776,790692568,99
3205672,795867334,35
9507358,217375376,73
319371,613534531,49
7850913,317538642,20
4018994,73901770,45
3297250,708921769,9
2484412,674683479,89
763199,87017058,100
1251747,709353714,56
1824775,82275526,78
760009,362883067,94
5918220,10049447,75
7004043,666557997,48
6269370,332447672,1
6169603,585849425,77
1936868,254619376,68
8843826,432103405,8
1886050,969961640,86
2366276,986085859,80
4088425,470520235,72
8585932,548650634,13
4209464,486349558,74
7543127,963543166,91
4924253,674626802,52
6128756,636678613,4
5027028,881174771,16
485228,611746737,99
9347694,150424312,51
5182439,356207713,73
5256228,554704572,27
5611731,285713046,52
2552103,835744375,51
4077485,127578025,28
2188339,924646984,39
2059688,20134221,35
2470088,573730542,23
7726930,371702416,67
1920664,689012809,43
9314832,573397999,26
5767134,341421036,92
9596601,413781149,89
3949337,351003909,24
43704,772073385,45
713710,502803050,32
2148087,380336146,15
6005155,94908077,40
8162862,913421427,59
4620710,676041446,24
8191149,279712318,66
9681138,844368444,6
7485601,336790660,13
8918538,897472742,60
6434677,774259202,9
277977,514649726,83
5631891,555270734,85
1684190,667946360,41
3275999,871442645,95
8347120,325601265,83
1884881,105593078,48
3028187,704373874,46
7765462,735868220,61
2711950,300489002,56
1106264,783693172,36
7730169,572962892,87
6273403,288295914,22
8182205,435650417,25
783814,217114749,92
9736546,456942318,58
8503826,303377480,87
12593,717641584,30
5897063,279302244,50
5255846,98441450,45
8611748,567831906,36
1490446,455475208,38
5313686,898578157,32
2094457,715960502,76
6122130,147813696,33
9360118,770510048,47
2107741,187527457,63
764353,741134896,66
3810336,636179301,80
3165562,49300607,67
4802105,838197461,48
4125228,816135657,54
7127105,592268817,8
8803765,637998038,30
6958138,948875928,24
2789173,477428404,4
9770062,142231927,63
4692492,194768058,22
8123527,58113311,30
5313398,929751149,58
7504222,715874998,33
6189139,847770079,13
8626111,662074125,28
2953638,27774467,71
2458066,417740677,50
3178826,845336374,24
7506757,871669145,91
5917756,901062858,98
3373701,233000600,37
6719199,397112973,23
3518545,120173535,64
8659592,259870297,97
1625875,555270734,69
6005722,721271522,40
9708541,536282849,80
5919916,306950364,48
9389052,217994187,46
8437654,434047527,25
8340313,509674934,53
2585807,807014253,100
5911764,799055309,38
548138,508818670,21
3593747,89600694,62
826785,661652049,16
7839054,584984498,100
9299637,999804333,42
7543216,737024508,60
9963922,562662341,69
8931308,216189165,70
8585932,531743791,6
8812516,619813362,29
68399,668926970,80
9049571,590445583,71
8059063,801061049,76
7482584,140235055,86
2779063,48158996,7
3320968,960591863,50
2752305,836784143,43
1569590,861535410,25
2602520,673742964,89
191075,23457483,74
8008154,382417440,89
401759,12578765,37
5127901,235068448,51
5686898,779478803,68
6441244,933341516,90
1887446,434029211,24
6851552,278179830,84
809067,246790804,30
4179068,534379814,55
8530442,453457680,49
4620705,450415491,8
8556143,94584396,63
4589129,854898810,73
2571353,450905003,3
1360791,856430795,74
2284331,954274742,98
9307257,363903637,9
6384859,240726020,80
8982574,640902239,93
1889799,994595345,59
8195758,452544954,70
3296351,223821819,27
1597305,385790217,97
1812671,876640040,63
2033572,546475753,37
569370,408650363,87
620964,158511059,5
2296648,330652504,68
4118453,610712473,8
762540,535940804,36
3622686,182172167,93
2640579,917991914,17
4300684,744328202,99
7798467,711425040,44
7962239,574376434,44
2784375,892539926,59
7118641,22062379,56
3831471,741961882,56
6237120,339943014,43
9893096,317428198,62
5712811,685418699,11
6869820,322527737,91
8496973,353325533,22
2948370,984294907,72
3689376,996173694,6
560570,471522526,63
7815040,791429390,32
1931268,309314900,28
9963110,659696025,42
3750647,149590694,5
5318810,476003189,44
3863047,46960590,15
2586269,527929477,74
4262150,171156104,1
5814109,59869474,49
5805383,628104805,65
3966951,936904794,34
3833384,475322945,79
2976442,435770868,99
8054892,449448289,19
1034978,963186248,63
3417853,493989198,45
5207273,572264824,70
8498163,559232318,44
190105,699488179,16
9775390,421597821,71
2215282,793673720,17
762452,918258584,80
2373177,223821819,86
7469456,213518037,38
9945955,985268699,98
5305811,292627168,55
3999217,911792125,97
5241590,251213606,15
5231790,735202683,40
5942588,563817717,60
8734799,474320875,68
127147,760050044,72
6574333,453075030,37
1442999,64827019,50
7901568,875326483,88
9463277,888121457,18
3549097,428084871,12
215413,167728148,93
8755914,842640171,69
6314330,815659366,98
5703888,483746456,90
8721588,843598424,69
9899005,253640470,86
3647366,572962892,99
5220143,595449273,62
1792437,847956314,52
2733679,953019363,49
6508431,753021802,36
4271120,304215720,2
2683981,321225962,86
5578656,823464910,81
1310927,965751712,57
3152200,912044835,100
8299474,106729115,55
8383543,925012005,46
7657915,331687895,49
5771510,183411751,15
651200,748485457,97
3057556,396186456,36
1979741,926775806,28
4492864,59708559,93
527563,20572753,57
1027825,564774411,58
4187045,989541523,47
5385897,273488754,11
4728602,521805191,57
6565715,184010317,76
1708947,745381041,32
9779911,736924732,39
7284819,267047087,25
7546027,97841834,68
3706360,590093153,23
6332489,580330321,86
247390,922459102,61
8577160,15642584,49
4751584,802827680,72
8715656,663979567,12
3600751,107068570,59
715099,491490309,71
2406768,73869396,87
7328868,448089279,32
2368394,76617163,27
9805077,209789730,92
7683574,582480413,100
4629021,435362791,63
9273786,816354552,94
7847649,705226819,12
2763831,861013184,85
9005170,601007326,61
6342827,946691781,61
2604225,17603160,62
6264494,378042529,20
4368972,125815840,31
7794154,618361194,67
4820864,314153346,92
8364227,514868833,37
8934082,237939605,28
6986912,210826050,40
3263896,172151547,85
1916370,697058476,80
5370440,28239984,37
3413334,937952771,39
6313614,168183171,34
2344596,253441344,40
6086560,410371275,29
8306490,600882780,89
3963877,828302737,28
4405370,930125959,66
7611637,553072959,39
4027287,371764169,64
2932928,832018768,95
9551777,694939269,40
9807251,946569998,30
402940,435650417,52
2620916,30961628,84
775373,555644212,12
6097720,681990494,70
4660112,878626412,6
4274679,149312319,31
3484044,489848761,13
9805917,461474291,71
4933712,953813571,31
1215941,285995067,58
1536425,520295038,22
5455795,676571904,83
2211861,196458107,97
8011110,385614389,44
3694388,617091489,63
4097587,167504774,63
6762935,838846393,14
3708615,745752699,46
3337680,770832662,9
1529877,993398393,90
9594128,860793943,98
5865308,130355938,41
1272812,938574338,95
3672978,117545170,79
5505626,28702274,24
9364634,888660458,13
4713386,901960311,31
4602992,851421777,50
6714613,946604355,9
9380568,628706518,93
6054602,324112522,34
6438390,723803206,37
5291298,682827851,27
3560980,378030907,56
1280666,436299463,61
1196665,94258107,14
3518789,374453638,53
520381,95957749,66
5328939,799638976,70
8030892,160509087,71
3482072,222276423,77
7939393,676183202,37
8622666,659581904,21
2295656,610555995,46
9427774,532700306,42
10820,446281223,53
9071085,433852079,60
871147,397618243,4
9196268,160947790,91
2344114,353841080,3
1171870,412457371,7
2233462,882771890,79
3567579,728203933,92
6167967,770321347,86
4237903,386768308,53
5871663,498726796,16
8947639,904250033,96
8560945,503886652,48
947933,926742876,87
5777439,425459258,91
7072324,753922534,75
2625341,714986438,54
1872416,161126946,63
5776325,601909762,91
1569590,720352863,75
2740411,49037318,78
432072,983837473,98
9940179,43811997,18
9021339,629999641,72
6450962,714712566,26
8444743,829092047,20
9545812,754074210,47
1495428,810671614,27
5080636,366143364,13
3242574,703869025,89
573356,625099564,70
3382986,852025706,49
8271340,878858061,2
1584094,160005774,53
6480373,218236427,63
3078537,76488143,62
4020315,768589389,23
7031129,574445027,11
8439148,676313630,78
2942875,603006707,48
8681568,500597477,93
8701881,873439138,4
3644574,25997004,20
6322038,376994060,59
5738419,294730637,81
2100366,66338131,14
4924361,864444375,58
5973070,338794783,47
2024966,952070748,45
7659961,53860160,69
4125228,765699517,58
7479476,335152701,33
9391758,492429983,1
5904096,588375824,50
9384048,612889930,92
2749545,985048573,91
9150340,391179420,94
7148871,527230121,3
2215466,302627284,5
637659,364888530,30
8775096,667005998,54
7590342,512919026,6
5207036,611956505,91
559107,381027523,23
352665,420132532,100
886204,649572541,8
2141204,111619283,6
9020431,464319558,38
3875956,906309338,89
6167042,339892614,11
7377686,254960163,90
5883714,545716695,13
6486109,672229873,12
9010055,205235428,65
3201969,172976267,87
9277588,253868171,42
8272247,635646297,95
8561319,356321425,86
3750647,271456392,36
9989127,663325124,26
9258935,485849169,91
5646720,104626139,93
8848875,187910030,17
7008723,764341231,93
2078082,767013534,65
1777369,579029863,64
8392417,448741300,68
6916966,210384428,12
8946067,710475216,32
8642915,387773897,39
7333471,861913887,77
2530488,491480415,79
4193581,491197037,78
1847441,868356505,26
4594903,802967097,12
5516255,479805563,22
5352800,637941613,88
2400139,943911940,15
6145149,345580572,13
6636427,903101685,75
2239095,429447870,21
8476366,553729947,37
4629021,690225887,1
222301,534034516,91
5322214,644549356,89
7088120,597968600,24
4875040,512772846,76
6371828,758485234,54
7918639,737927541,14
5177589,41761996,70
7256176,210891861,2
8358451,251302458,83
1626487,925826413,34
9292434,264796973,7
805768,71912387,89
5932282,572095242,16
6037956,567562973,26
4728317,65193235,75
6708208,160823739,7
2219670,472780667,12
5466864,691465914,16
2921256,232901198,84
1006961,216757307,80
4320362,80405103,49
8429609,910397912,43
1847441,186966035,49
1390065,542658902,81
8160175,54012729,46
3302844,354284187,17
2837206,211817202,51
4520185,384175865,22
9341161,160413569,46
2531625,712244658,78
6939907,900279000,6
9043380,632506047,15
6188791,515701166,14
2837206,301037407,99
2015041,136278656,77
999804,324542428,37
1196530,419083330,68
2169869,442584845,61
1095577,730613394,47
8089177,48377145,56
8631257,559215240,99
8167375,327407385,99
4167979,143561467,3
9975060,453709053,85
6096930,131578392,51
50141,620798453,17
2514961,187413907,48
1162108,201278343,2
6182345,33583430,19
1106189,283588913,99
69121,714435322,97
4216047,215494082,10
3229549,284766260,40
2251168,35043415,36
2505476,253255675,74
2393000,905083914,37
5297518,666880306,9
760009,202162393,17
6795599,568139368,14
9996597,547283483,5
604008,859974560,37
4818556,293827602,50
9512019,150988104,59
5882533,974190701,42
1579942,779479034,80
9821327,765189201,60
1928434,14698016,1
8879856,760540761,1
8184854,600147427,14
8838299,862940735,63
4890573,948609770,93
8646444,396488138,84
8159680,624028462,56
8023475,260858096,42
74380,648646232,49
1649192,984404831,56
6413472,728203933,64
4498970,687082292,56
2907459,701166775,5
7133574,819590619,41
7038422,876343288,46
4064901,125050247,69
3373263,401269685,88
9250031,48160324,51
6865054,852405385,91
8754468,529882914,53
7832932,610437908,5
4361073,392926073,88
9176599,742915986,37
820763,544282838,16
1848270,946345770,86
6202406,103461984,60
960376,87026713,57
5323513,156046416,42
5465051,696497160,7
4330693,307547262,42
4834740,938330496,65
4821347,610580053,66
2106609,574593169,62
3089870,752113324,91
4046713,55621595,32
7541147,533945270,45
6021443,262059029,98
2696644,166787109,13
4327634,651258763,93
364446,922965700,63
6966744,329768701,16
5323967,774279815,12
8208152,284317152,73
9088077,537759518,100
2823824,613648416,39
6152214,559161502,23
1953304,345580572,73
4829714,957291766,49
1786974,895042153,70
1558827,633435697,32
3751400,970748677,10
2468202,544411017,75
551481,454648974,88
3722024,969983868,26
5396119,452245043,4
9684434,802348859,9
9591474,119007536,76
8089036,38175794,66
6082282,860704840,71
3476167,459318420,89
2430636,912346304,44
3141912,26093772,5
8527846,134895485,98
3123016,69770948,4
2111034,115370331,4
2445192,40712963,17
7503490,736877928,81
9787879,289147589,44
4655472,168884638,6
1883405,382417440,43
2011518,859097810,29
6146543,326864340,43
4580183,252380643,13
9743505,844432877,60
9969409,711265105,83
8299474,101785546,96
1137268,581891204,49
3727106,791519576,5
9738124,630069137,77
1787283,533275122,44
1908909,198868016,76
2461554,82104972,63
8884127,681968928,38
592853,360572593,32
2482374,903664399,20
630858,816088124,18
4921628,907050711,46
1617909,778526632,70
2800661,856878807,51
7163357,906094446,23
5066895,393273451,91
7309914,676695649,64
4623608,696537666,4
9213790,615572667,78
6627562,27985706,35
9897223,940401848,56
1877688,698649921,14
1738169,575488879,18
469125,897338262,71
7631467,908123974,45
6156871,690834827,25
5804378,666727551,26
9766470,352379363,28
9184198,284033336,36
2896756,723841504,25
4557914,209995095,72
5216737,226602635,17
9745486,265741825,40
8882307,620005024,57
8117568,102691286,13
