nro_seguro,nombre_aseguradora,cod_compania,tipo,Legajo,CUIT
3694655,Patel-Bennett,9662748,citizen,11457686,2152333932825
7004817,"Murphy, Sandoval and Sims",5473283,yes,73292157,1705707630216
8706934,"Holmes, Wang and Pitts",6448216,man,87094769,8932846086399
5066761,"Gibson, Boone and Novak",9540158,leader,84163380,7977583785463
4043475,Myers and Sons,667236,clearly,19652957,9681489177747
8755847,Porter LLC,88802,push,49349091,8083659135626
1807930,"Collins, Kim and Rodgers",562094,big,85307588,9882324339146
7910335,"Johnson, Welch and Brown",4540910,ground,46500376,7774230253601
2894498,Smith-Garcia,1042371,nice,51145575,9189613004191
8553760,"Brooks, Miller and Warner",1997861,trouble,238018,6663377285046
1752882,"Harris, Lambert and Long",1782418,church,76095998,7359873969476
9027027,"Parker, Lee and Davis",3004459,crime,33089231,1770199190664
6569932,"Lee, Garcia and Whitaker",1566177,mouth,74047317,351278847740
5643131,"Porter, Vasquez and Miller",1974112,factor,66947677,9776062786492
6306009,Martin-Carlson,6373229,billion,74400578,3312449125401
3660277,Scott-Fuentes,2833528,agree,47790033,2025607969993
9246280,Moore-Hubbard,8646549,behind,49141334,8247203405521
3591812,Saunders-Snyder,7551916,appear,99675673,4079525204764
7138798,Knight Inc,485094,soldier,98925297,6407122111881
4286504,"Pena, Hernandez and Mcdonald",2755807,make,86931913,4612899380904
3779075,"Marquez, Allen and Hunter",9632120,half,2120759,2817702770296
2000252,Becker-Murphy,6235956,care,24791792,2668440118536
8573617,"Roberts, Miller and Peck",5311726,like,21439841,4475524588563
5354503,Ellis-Weeks,1670031,student,34967437,432323381251
5326095,Mann-Mcmillan,8104965,rock,65592279,1164318163908
4839347,Yoder Ltd,4682475,wide,5542297,1477551688569
2293823,"Kim, Powers and Fisher",7873459,start,93222086,8174420843336
3010858,Craig Group,6543932,lead,46742169,7434913334145
9484302,Romero-Salinas,1030247,eight,45315524,3644775906245
8606034,Reeves LLC,7363970,likely,28996690,2736985514479
7068816,"Warner, Johnson and Campbell",929558,just,92841727,6791178870522
1804921,"Reed, Allen and Houston",1820600,the,76322362,8963705133046
7548708,Doyle Ltd,987213,phone,79726333,1575658413012
6447208,Stewart Inc,3137439,number,57247527,8891805390212
1097535,Castillo LLC,5044895,piece,70824963,4310802861537
2465948,"Goodwin, Lucas and Moore",7904733,kind,99529812,9246420608709
6911322,Jacobs-Walker,6096110,later,29352861,453714034253
9364364,Hobbs and Sons,484476,stage,57081342,7399569862932
6178933,"Hunter, White and Rice",5271754,authority,34200921,5623954505325
6852273,Peters Inc,5982917,enjoy,18139380,8032431681585
4843619,Jones and Sons,4701701,history,79233743,776649432122
8931918,Long Ltd,2824464,pass,81426622,7403642494346
2919760,Miller Inc,4847159,south,75445048,143008186043
5769923,Owens Group,4741159,phone,65997057,8843376052383
2633045,Ray-Potter,5870155,free,87754102,797515705839
4909091,Vazquez Group,227674,these,6076285,3463525752057
8538605,Mcgee Group,8446900,affect,99810473,2356279442745
7139013,Soto Group,196311,wide,7204170,5734582709392
2494168,Bullock and Sons,4412388,country,31600992,8862454716701
1461560,Brown LLC,5705231,data,15507082,6246489680152
1194307,"Blevins, Oliver and Perkins",4203255,career,59987174,4693077707745
1371154,Harding LLC,9243746,begin,10192909,1003428161128
5115566,"Alexander, Ortega and Buchanan",6525885,staff,75372573,3079384508890
8957267,"Giles, Elliott and Long",3260651,offer,43908856,4297074745100
2865694,Lewis-Cox,9694061,until,93908125,5679045732674
9864703,Brown-Lee,8009001,let,87702460,4254351951863
1385947,"Nunez, Glenn and Arroyo",8878922,see,12959172,5723932653773
2167792,"Powers, Gonzalez and Gregory",9079861,ago,82798634,7300833328994
5450533,Atkinson LLC,8193243,peace,61328698,1212426671895
8559025,"Bonilla, Woods and Harris",5068536,nearly,78087014,5546473261158
895596,"Hoffman, Gray and Gallegos",5305665,few,6347234,1611550628124
553100,"Smith, Austin and Weber",560995,area,95939566,5978511412930
7089934,Sandoval-Mullins,5312443,these,92380034,4956840862336
4735463,Sutton-Taylor,3157151,state,28320998,5920058016876
2571585,Smith PLC,4473708,film,1967432,5245695341848
6615536,Brown LLC,4083866,expert,76848081,2989898170356
5498323,Stewart-Hernandez,821658,ahead,10781330,7782273910822
190105,Harrington Ltd,2143113,wide,51169466,8267274925574
6311803,Gomez-Davis,256630,television,68277230,4325503339320
2673070,"Jones, Escobar and Martin",9539019,operation,75396564,117464393037
3135627,Young-Nixon,6485020,performance,75139187,8066987571533
7565833,"Obrien, Russell and Miller",590262,level,3777159,1187296635306
9774416,Jackson LLC,3233165,financial,38955410,3362504180993
8057425,Burns Group,5105389,decision,67830229,497386201167
1066575,Martin-Hunter,7227617,threat,53535863,1439431333667
2356651,Parrish and Sons,2694007,play,58531972,1681881414320
7176628,Vazquez-Richard,6443103,make,87877580,4614906716411
9141057,Clark-Aguilar,4053905,develop,26705414,3136196679171
6874762,Petersen PLC,1803927,meeting,8513409,1138733393365
2187935,"Walker, Ward and Hernandez",3147402,history,18497395,3800998630077
8780949,West Group,9560770,case,44466540,9297202032357
3975261,Mitchell-Potts,2599309,wide,24847080,678816319722
3812743,Chavez Ltd,7229180,oil,66044723,611523839009
2556291,Potter Ltd,404708,alone,58852576,862844389165
4439534,"Lewis, Atkinson and Conrad",4698931,between,41905722,121516654165
1249113,"Green, Bowen and Gutierrez",5248416,understand,18279067,7034117311625
8017546,Oliver PLC,9392308,family,34683553,6275390806094
8563931,Parks-Jordan,6098571,certainly,23448891,7739264302283
7562229,Brandt-Nixon,702403,theory,6716479,8181522951509
7859368,"Koch, Bartlett and Frazier",3757125,want,57201120,3258203405731
7457451,"Martinez, Reyes and Pratt",2437878,hair,92166904,6650375497091
5987351,Schmitt-Thompson,245419,range,19289387,7028305004962
7447436,Rojas Ltd,928376,specific,45459583,8741396626604
8880107,Wolfe-Hale,1794746,media,7601112,7196241660064
8019314,Clark LLC,5976175,leave,33961278,644429867954
3395698,Williams Group,9434032,deal,72119857,9643508363865
7949860,Fowler-Sherman,8827369,thank,87039522,2484902836232
2522788,Murphy LLC,6961089,truth,9925981,6260963754591
6152614,Cunningham-Peters,4788925,out,1477190,3212816309826
490825,Norris-Perkins,7039964,across,33488877,2570844792463
904989,Cook PLC,3927021,yes,63114653,2936804694712
198773,"Pearson, Thomas and Mcdaniel",5759731,sense,8783984,3491397393724
4594971,"Cruz, Chang and Andrews",2365464,himself,55339205,255072110258
5611698,"Ramirez, Sanchez and Marquez",6562162,discuss,73679872,1297948991854
68355,"Johnston, Murray and Chen",7934374,bad,19243138,2209166306034
7411547,Cox-Hubbard,6613140,race,73621003,6838027297667
2906864,Cantrell and Sons,9881209,less,41637541,198894935465
6380972,Robertson Ltd,8606414,win,29638311,4579334515621
1965231,"Pitts, Ramirez and Dodson",6376731,left,32397030,617974419828
9393691,Jones LLC,2613416,whom,17749632,1475271531397
2671324,Taylor-Morgan,9157414,several,87383101,2697944456109
6589814,Aguilar and Sons,5293184,their,73873798,1266092312034
1040167,"Phillips, Marks and Delacruz",5207323,become,40808189,6676070588172
2464878,"Waters, Kent and Smith",5399221,structure,29753942,7852930031986
7207897,"Melendez, Bates and Neal",8699615,name,71815871,125651340494
7284552,"White, Wong and Young",5195827,couple,58319838,8364865684095
3838770,Lopez-King,8796880,class,89784154,6888026009947
3653640,Haney-Davis,5457965,child,12580941,417121644547
4943146,Peters Inc,4649532,stand,91665629,6721893842384
665189,"Morgan, Matthews and Bowen",705992,apply,25989976,6074497844263
8800706,"Rocha, Collins and Kelly",2542563,shake,46415169,696338135893
6861772,Andrews-Wong,485756,general,37705467,8241400934178
2556419,"Franco, Anderson and Wilson",444797,expect,2140632,769058849234
7963571,"Carter, Miller and Villarreal",3697448,ahead,39511225,7938615103950
1204702,Herrera-Evans,1130237,born,34048509,9511856254774
3393925,"Kramer, Small and Ortega",8133088,together,10123962,9021328649182
6072789,"Hampton, Ashley and Mooney",8686084,beat,50198664,1832228918959
4304156,"Robertson, Olson and Holt",2130244,available,76239792,4936556923037
124007,Robinson Group,5567122,official,75568107,9620351360290
6302039,Thompson-Noble,893815,from,30323906,9137037446340
3384116,Padilla-Sanchez,978639,both,57016261,107841742098
2680054,"Bradley, Cannon and Anderson",6444594,shake,38229518,2750302186447
9424992,"Rodriguez, Barton and Myers",3438733,center,31692963,7737254086474
6293333,Johnson Group,9859747,world,24246909,9254357291886
5741834,Baker LLC,2670339,catch,34714795,3772705350705
6337197,Villa-Nunez,1152595,best,19803622,8735796236564
2192096,"Campbell, Smith and Horn",6562427,nothing,29174965,4360221953551
7810153,Miller Ltd,7311177,pass,99206652,1695635197951
2299232,Joseph PLC,4351847,west,5256099,9967268716635
2311054,Adams Inc,7593620,television,84461139,4438982023898
6622228,"Ortiz, Mason and Hawkins",828028,charge,17282336,4013707868326
4566474,"Atkins, Macdonald and Allen",6883367,raise,56599682,2833386189375
5932282,Gallagher-Pearson,4045522,increase,2591204,398127824848
9299637,Gonzales Ltd,1307690,down,480743,1773309416046
2441158,"Thomas, Barnett and Daniels",2268064,moment,35312150,9786370368003
2598857,James-Hensley,381537,really,12211675,844664860934
1698555,Thompson-Aguilar,3384770,economy,84123818,7636927248114
7884339,"Cook, Aguirre and Thompson",9043339,contain,27497817,745654398609
2135778,Figueroa and Sons,7463237,important,57713300,6925405244507
6327790,Chen-Smith,7577869,only,47195935,9790343190757
5136984,"Zimmerman, Chapman and Medina",7758209,food,43493940,6245232819583
89867,Snyder-Martin,7005256,career,89852937,2543237739628
2608757,Ramsey-Pace,4181877,apply,36557343,9745253534209
2290908,Browning-Bryant,8895003,guess,62270334,7043378469085
2860770,"Gutierrez, Owens and Wagner",8860909,across,40206667,5795167769225
41626,"Mason, Moody and Mcdonald",8336098,writer,90345072,2523957377336
680411,Mcdonald-Berg,6353977,beyond,84467700,8982037820159
7453849,Watson and Sons,2748989,leave,30800008,902776080025
1418991,Estrada LLC,1471244,miss,74425956,2663290968086
7180852,"Brown, Cobb and Thompson",7604882,account,43225922,4135179969247
6292652,Reed-Reid,6029851,science,59109327,5303624209357
5303178,Welch PLC,5583427,special,5630711,1623367712053
3301314,Ortiz Group,1358370,author,39630440,7049957538024
5009389,Washington and Sons,6155855,great,94885276,7382906013898
8272693,Stokes and Sons,6509217,image,27101216,4056984458703
478094,Douglas-Edwards,1759274,perhaps,2898192,1546407386480
6685885,Webster PLC,6058786,enjoy,10136143,6503234322318
7606727,Walton PLC,872329,safe,70954351,4698577891555
4156574,"Smith, Ramos and Hancock",9009617,girl,5741801,4410025401236
3704865,Hale Ltd,6764706,including,41464341,18260222753
3100310,Shah-Mason,9747723,out,13903339,57712144147
8068597,"Pearson, Miller and Moore",1370490,different,44685135,1332315346387
5909668,Russell Inc,8602277,new,59673358,2268221932461
9509271,Ruiz PLC,6743609,camera,4666443,3309027534327
2524974,Trujillo Ltd,4240951,question,7311532,1610061678847
7704771,Soto LLC,4788590,build,24797633,2935511603517
1151966,"Simpson, Thompson and Long",7300505,both,51805566,1057270496674
8058045,Beck Ltd,7153181,drug,26404854,9082706258826
4528994,"Bryan, Grimes and Gibson",7567572,pass,88947485,7852303495468
4898231,Jones LLC,6491110,account,35739089,8186371640015
7584573,"Knapp, Watkins and Gould",7175704,security,43368502,6054213806254
6728533,Elliott-Santana,1898003,near,97494624,2211639263015
656627,Shannon PLC,2509886,series,98697607,5074769270033
9069417,"Thomas, Bird and Watson",8532265,move,92559730,403703786413
1392887,Taylor Inc,7166184,center,61489892,8382963791006
3985176,Matthews-Martinez,3773410,compare,64651583,576104220476
3194605,Buchanan and Sons,4933375,leader,23984091,9696769811065
4402825,Gregory-Short,4468160,paper,92204452,2646632563466
4753938,Bowers-Mann,4240958,standard,33719790,4827006356189
7836745,"Carpenter, Morris and Willis",1140153,early,49413219,1485526553532
189457,Hinton-Jones,7157096,weight,65092137,7575809533292
6340842,Griffin PLC,7342793,industry,74242499,6096958525976
8793720,Blackwell-Smith,2621203,hold,2768753,3741802680298
6617222,Davis-Curry,9468221,owner,44726958,318843503288
7039531,"Castillo, Phillips and Berry",1726839,trip,45028442,9797654315357
4019533,Nguyen-Smith,973561,subject,62360928,7324827727058
7325205,"Williams, Davis and Parsons",9761489,else,38527881,9274565171956
5884517,"Johnston, Hall and Parker",5636030,follow,85286800,4369889809375
4722361,Boone Inc,9306763,sing,12514082,39480413686
7749356,Bennett-Johnson,4436975,edge,7034746,7833432675809
8959404,Kim-Fuentes,453383,particular,32006845,9701586828321
492785,Sutton-Jones,6905064,recognize,16162518,9429548156207
9150974,"Schultz, Taylor and Nguyen",1071596,detail,75502999,2913673722342
9344187,Harris-Hill,7414014,operation,86094711,2543718753512
6235050,"Hernandez, Wilson and Roth",1686352,view,57285792,5109766872994
4582384,Jones-Brown,2509828,Mrs,57342476,7856909028865
9354149,Huerta-Moore,4046450,effect,17608165,5850952166615
1816443,"Ward, Small and Watson",5490274,buy,38236442,2107169705502
2196427,Woodard PLC,788225,quite,50450208,7784639214223
3385867,"Thomas, Barrett and Horn",5531311,dinner,36245265,6162652332912
5009915,Wolf Group,1253429,myself,43507813,127834883125
3406576,Wilson-Andersen,83496,us,53863123,9760522202230
5494661,Joyce and Sons,2869972,range,89037763,9592260809341
9530735,Ward-Smith,544116,nothing,55380038,3504813392876
6164389,Leblanc and Sons,8330521,for,84919768,5795637663724
8516373,Nixon-Berry,8175716,could,80651793,6268339543963
587053,Patel PLC,4523606,poor,94929803,7605469514730
7239376,Howell-Silva,4247906,summer,784536,1699185569344
9535372,Freeman-Munoz,6025874,method,7230841,473275616135
6886819,"Ford, Mercado and Lopez",2999614,able,22327183,2086192941721
6979129,Davis-Perez,6226601,rather,67614582,9249407602835
4055061,"Le, Carroll and Craig",3667656,as,57049177,6138562047691
5323096,"Jenkins, Anderson and Dalton",9519308,he,51937660,584697009031
6202184,Nelson and Sons,8563713,law,52050461,4263850551597
7920119,"Greene, Erickson and Cantrell",7344530,cause,13600130,4963659036856
7780085,Weiss PLC,913545,watch,33480845,5063689994681
9455332,"Watson, Soto and Burnett",1210585,what,18344559,859290493172
133285,Miller-Maldonado,9280101,civil,40859285,2581887156655
3592565,"Fox, Johnston and Williams",5041757,on,13712004,1577313668114
8489774,Walker-Yu,3836292,executive,43671934,2312100607204
9320485,Marshall-Wright,9358764,each,16222084,8859311389793
5369115,Krause and Sons,6967783,check,67749317,483883029697
5008702,"Walls, Frank and Hobbs",6632618,player,64979671,9445146015424
7287456,Vance-Cunningham,9489166,your,87076065,1813061122930
6273764,"Baker, Long and Perez",6462558,style,23414057,7463157334092
9583908,Park Group,6239947,leave,40684294,251730394349
8650907,"Hernandez, Martinez and Andrews",205079,charge,21002684,8017128712945
4536190,Williams-Pitts,7301430,entire,47386505,354191046184
8618001,Richardson Ltd,546178,time,84265031,4961263240518
9411363,Howard Ltd,1346761,wait,3474947,9157616755900
4605341,"Campbell, Parsons and Jones",110394,last,778687,775757371680
8223536,Gallagher-Turner,9782720,road,93142207,6322011247762
9058080,Owens-Diaz,2414049,simply,70854666,200743540328
3642600,Willis-Waters,3360560,myself,1096195,168205431439
5931387,"Warren, Simmons and Williams",4096605,me,72597357,307427122918
730687,Wheeler Group,3752244,but,15992367,4071554449714
4152513,Howell-Davis,8300142,single,60897024,8843130425386
5464402,"Montgomery, Choi and Watkins",7819935,look,29470032,1068781540431
5269753,Brown-White,4004834,none,42143066,6603002037778
221291,"Armstrong, Wong and Leon",6317914,image,79749676,7937994186952
7829156,Shaw Group,7477407,matter,56128473,2448640586751
4089605,Blake-Miller,8361805,newspaper,9934607,2212307293933
2703681,"Flores, Wilson and Jones",1299466,test,35115906,6876268014125
2272168,Lopez Group,8385328,tend,65781144,692309613053
6516337,"Lee, Gallagher and Wheeler",2076467,education,23676070,4928124645950
7946186,"Johnson, Bryant and Tanner",8392877,entire,87705575,6144824380792
5854524,Acevedo-Ramirez,388299,even,71434030,1937130686372
8032765,"Martin, Krueger and Turner",4479020,old,63689317,2737903070685
9737593,Rivers-Carlson,4487993,long,39021460,2820503903326
9249617,Miles and Sons,1325446,leg,20694715,9823632305702
2057576,"Jackson, Davis and Moore",9772883,imagine,93334289,2604217920926
2527436,"Meyers, Garner and Jones",5468081,agree,96414632,5708175964126
8056401,Fuller-Thomas,5445644,daughter,72347958,5682278588328
4884228,Klein and Sons,6075055,later,94678251,6103552513201
5668012,"Pratt, Lewis and Greene",8638675,part,50969171,6006162620096
3572187,"Barrera, Bailey and Alvarez",6037523,machine,1229662,3563066502379
1320801,Howard-Mcclure,2420554,space,68602408,8444638371556
6125987,Carr-Hughes,7878691,nation,40771204,5482038425077
7671457,Simmons LLC,949923,cup,90565829,3181720118709
5633570,Kelly Inc,2035380,particular,39884401,593543761646
9991318,Huffman-Terrell,853065,woman,34833255,3627635111293
8362271,"Powell, Hardin and Phelps",3117859,man,3589661,1903862921783
7563324,Martin-Santiago,7612764,try,19661293,4603617549348
3878273,"Leon, Green and Davis",1931277,personal,89774435,630331101768
3134572,"Phillips, Navarro and Payne",3229017,rise,72772187,2101948967455
1159179,"Neal, Reeves and Olson",5879814,south,85714491,2131939791491
9952193,Ramirez Ltd,5784312,road,20074653,8977513931034
4845655,Green-Brooks,3618002,society,87029333,5223225291298
7149776,"Boone, Torres and Alvarado",8871592,war,62819159,802078306073
5787417,"Watts, Morris and Kramer",9578563,really,21689087,6594753923482
397197,"Jones, Black and Ball",6490089,bit,3992354,6617661162435
4001800,Alvarez-Mitchell,4790408,follow,45545714,195386765813
1475424,"Bridges, Thomas and Medina",7190950,outside,26090366,7443968783166
5632694,Lloyd-Wright,7076829,create,44320184,5189125773011
8859723,"Morris, Lucas and James",9442517,official,16414384,2000261591636
223643,Hoffman Group,6184359,explain,33530279,265225827395
8961347,"Thomas, Petersen and Patel",6900126,organization,61142526,2475793210355
2276566,Brady-Hobbs,8369133,any,17684245,3389541696562
8556199,Thompson Inc,578361,manage,4312751,5615601446611
9053476,Rogers PLC,6151075,ever,60110661,9829640871831
2823763,Hopkins and Sons,6983501,right,57616539,3433528819081
1530507,Davis PLC,2701550,dinner,97972278,9091986053208
4357710,Smith-Sullivan,2626301,draw,50670014,8116420255994
7213023,Elliott-Holden,9465573,top,39047604,5374299495510
3292826,Watkins-Bond,2529198,special,89884081,2098694349840
4164622,"Thompson, Harrell and Long",6974164,ten,99434614,5602469268396
3071214,"Valencia, Ayala and Kent",1015132,couple,42028397,5488865604134
8032248,"Livingston, Alvarez and Schmidt",1680103,watch,69846485,8112630577359
9650890,Hall and Sons,1609868,interest,32728426,6309566173569
5766825,"Lucas, Martin and Anthony",7200826,level,19305244,7639828524250
3232777,"Martin, Baker and Jackson",3436950,religious,92152121,366482776818
6094558,Green Ltd,9544113,recognize,20546693,6126189438531
5742350,"Ramirez, Morrison and Brown",8922290,sense,10516718,3806578421289
2160102,Davis Inc,9214546,inside,71090861,1971998042671
1995786,Stanley Ltd,8561342,pass,29346237,1267262747033
7870036,Wagner-Salazar,2850142,somebody,98063336,3947740123001
8163953,Johnson LLC,9410933,for,24977945,4761284318058
7750724,Romero Inc,8640066,ahead,11119138,3516645338792
3440608,Gomez and Sons,1161391,reveal,67063471,8055468833456
8770273,"Rivers, Jimenez and Mccarty",4133248,next,29888958,4117687992051
5188612,"Holland, Dunn and Carpenter",2889727,first,86315054,7559934100495
9632306,Wright Ltd,9150568,responsibility,69544265,8384114236781
5233234,"Smith, Lewis and Perez",235512,then,81275808,1336269350929
579488,Robinson-Jones,1323659,still,30340310,7835016622333
8585243,Moore-Christensen,9573977,choice,66102008,4590200788358
1859688,Castillo-Deleon,1220640,lead,1020075,4318199330428
5886674,Carlson-Reynolds,9726546,everyone,39226611,4340532752228
8017318,Jones Ltd,5664939,spring,32094588,7818113655142
2319408,Morris and Sons,8299979,move,74149039,8861618507876
1037436,Craig-Marshall,4379458,shoulder,78583157,9048352994250
6388537,"Holder, Christensen and Roberts",7944069,student,48585299,6928126381355
8957825,"Ewing, Hopkins and Johnson",2747681,machine,85239476,3241566671221
6338059,Zavala-Newman,1334700,stay,64217009,5451689567997
2802979,"Chandler, Barron and Maldonado",6667419,month,14970302,8078644186494
8829996,Moody PLC,352630,follow,33039274,7500562193078
4001672,"Johnson, Reid and Allen",9122944,follow,30548136,4527533724821
356042,"Higgins, Santos and Hudson",1326793,create,43340388,1506256186745
3321872,Rodriguez and Sons,643185,seven,68453283,8178128949595
100450,"Figueroa, Parker and Burns",4147187,begin,82346778,450918168377
980492,Hensley Inc,9838522,behind,59535574,5054385582065
4221689,"Newman, Harmon and Acevedo",7540059,authority,45968749,5717645116473
9047262,Flores-Miller,9539751,scientist,64261967,7823397085960
1667584,Faulkner-Murphy,4004006,rich,36658931,4814738418730
8313255,"Perez, Allen and Villegas",54522,speech,70038237,6570625023155
9113502,Cruz-Tran,9395677,day,35305665,7222296688126
4155294,Bryant Inc,3977956,what,90566170,8699380190418
8715383,Russell Group,1862861,financial,38417592,2634144966103
8572212,Martinez Ltd,798695,shake,14401890,3183253482646
3159262,"Daniel, Walter and Conner",6195409,feeling,74808341,7665070474536
9118275,Brown LLC,3782926,shoulder,7590015,2029296822900
1811753,Ramirez Inc,3263402,wait,76364565,1660184209259
6164304,Cooper-Dawson,907391,either,8600756,4213163721043
8573516,"Andrews, Rose and Martin",2032141,weight,96221687,7940594715451
7765462,"Nunez, Wilson and Molina",4277331,reach,65874996,2036001398126
2104449,"Gonzalez, Rogers and Lopez",299769,mission,56813561,4346835493511
2500847,Gibson-Davidson,6647538,happy,26984089,6016189260976
6907948,Joseph-Graham,5844893,effect,55717522,4711284439980
1166073,Hughes-Shepherd,5486096,read,87148420,7057066852088
4642057,"Perez, Holmes and Hayes",8856297,political,86485516,6508768159789
8195841,Armstrong Group,2071623,glass,6348102,9496017991314
6615435,Kaiser-Wells,3207111,summer,78439960,3696054761688
1320324,Miller and Sons,6821329,increase,66859197,9192667613106
5393835,Horton-Morales,5597904,report,93858335,2935762260028
924956,"Mckinney, Potter and Lewis",5888845,alone,64058895,7027910605443
2068831,Dean-Johnson,7840278,trouble,12156342,292748038700
412487,"Alvarado, Strickland and Barnes",3294828,free,28493564,1774945329143
4563473,"Johnson, Cooper and Vasquez",7872066,production,70324889,121256576147
1360543,Hale-Wheeler,1343621,here,59611123,3342725858532
1494813,Bates-Maldonado,6480374,mean,43025455,4470879008852
3825663,Johnson-Perez,3098124,couple,17978989,6613715703811
8662289,"Johnson, Massey and Bush",2699423,free,29159830,2650454315860
9162016,"Barker, Snow and Keller",8676846,benefit,47769626,3167810351791
5758284,Nguyen-Austin,3650836,his,4811109,7839476392545
3081707,Rios-Cardenas,7136351,much,86981837,358919041165
7908798,Holloway-West,86561,rise,42511099,5715988185783
2402516,Burns PLC,4476726,organization,20405968,4291440802480
3979231,"Davis, Snyder and Young",1355972,because,51777121,9154706316938
6211056,Henry-Wright,780817,across,52382280,7526527306669
227611,Nguyen-Smith,6682717,training,57018677,1081473119056
8792722,"Joseph, Mccormick and Miller",6419343,indeed,50117911,5899472895325
6374615,White PLC,7976708,win,67349689,500622416766
8859474,Richardson Group,426419,land,62280614,3940085592121
6953455,Cameron Ltd,370771,energy,8037092,3758357668577
6051726,Ramirez-Park,4980631,pick,55327298,3306080124039
7564390,Barry Group,8623009,game,66554657,8103026160176
6187903,Haas Inc,9956232,find,81925394,735661396466
8715656,Smith-Tate,1494557,chair,45101599,7154829550965
4271120,Davis Group,5727061,common,38029720,548601471154
5308053,Kelly-Scott,7645739,card,21244246,3035794002754
7375716,Douglas Ltd,7873391,on,61756929,5724331499149
5896364,Owens Inc,935337,exactly,23772867,9837800276381
6434637,Beasley-Allen,6432490,force,40418447,3092656198356
7692493,Rodriguez-Ford,9571486,picture,46269591,6341595659342
9750158,Reed Inc,7092736,stop,97382773,6041219640353
9681587,Boone-Stone,6199387,specific,41717038,4270750905106
484655,"Ortiz, Howard and Erickson",6796633,central,52730130,3960212666205
3649792,Garcia-Brown,2768729,put,33991293,1739317014845
2782153,"Knight, Thompson and Long",5322393,spend,27867210,2697944456109
6865054,Peters-Williams,1269266,blue,4531565,5307218798165
6304044,Edwards PLC,8652607,staff,53299124,6149039670795
2531614,Ponce PLC,9537451,guess,5664505,7767342147531
1006372,"Nguyen, Rosario and Lucas",9461737,especially,94562429,4734167219650
1708947,Martin Ltd,3840586,laugh,3683352,9083211747270
2150788,"Glenn, Mooney and Baird",3310040,parent,9006074,6863522388024
1175192,Reyes-Brown,8908751,fight,72260674,2084434933068
6387882,Alexander-Banks,9555895,paper,81614232,6783596975353
974031,Turner PLC,9834267,history,40426663,2008418932241
1294252,Anderson-Odom,1477733,player,91216027,7215172242200
7857126,Moreno-Anderson,4197135,style,54717822,6488803573274
3362710,Lee and Sons,9705242,suggest,43450503,2856127691957
2918102,Cox Group,6507060,behind,57450753,1673099618761
2854057,"White, Ward and Freeman",3064032,audience,4151472,6094114485330
1878484,Torres Ltd,8724366,my,42204351,5912891924011
4614410,"Collins, Garcia and Williams",408925,common,88443136,5570158228506
1106301,Cohen-Herrera,3499345,west,83099318,6141293858415
6285421,"Davis, Hutchinson and Steele",597165,performance,35225501,8263088517866
9400830,"Hardin, Adams and Tran",73834,president,2020541,1160130836138
269237,Foster LLC,56105,society,64802208,6603437880342
729890,"Levine, Walsh and Allen",5432762,across,84051633,1610136218503
5370629,Thompson Inc,3497045,require,41626642,9538328724497
2526193,"Middleton, Davis and Wright",1263953,surface,41424209,3167798298851
6010459,Johnson-Ruiz,7048758,positive,81840795,9341538567870
1745912,Schmitt-Johnson,7530221,room,8938944,7600910865530
4044717,"Hughes, Sanders and Velez",4196599,test,25483434,2196481382256
7980232,"Li, Hernandez and Coleman",6615390,both,49818544,7348722821485
9420287,King-Reid,2875044,challenge,58465486,4791399318677
8628759,"Mata, Glover and Jefferson",9648163,cold,70212712,7450741072849
7430508,Maddox-Gregory,4386410,listen,33364599,7828477681559
6816131,"Webster, Hayes and Taylor",1467829,party,23415944,3326336388224
3768594,"Copeland, Williams and Shepherd",8600403,officer,20771247,4487698045000
8238337,"Tyler, Hardy and Walton",7467999,north,55919592,310972008685
7734220,"Woodward, Davis and Dickerson",9057188,attorney,18279563,8939116007508
8974627,Miles Ltd,3665732,customer,71240728,356242511597
3860815,"Pena, Barber and Davis",1091656,price,25289096,1434907406989
6493573,Williams Group,392505,focus,30569647,583607005998
9860821,"Snyder, Tran and Paul",8792434,major,72514077,514737405965
8377659,"Price, Dillon and Guerra",7185231,three,94716811,9001165774096
9851749,Edwards-Cox,3267964,attention,34141322,2785687260212
8467934,Martin PLC,5142880,manager,25432929,7011990955547
7546027,Horn-Zhang,3468389,system,73520865,8741154633973
4013226,Graham Ltd,1571996,top,91460756,5042427581073
3539613,Mann-Pearson,1805658,check,1113205,9572882498968
8797282,Singh Ltd,2751706,war,13438684,6250121197432
3494594,Knight-Mejia,6331552,less,37459267,3364406853042
289117,"Strickland, Kelley and Sexton",8142161,trial,50254803,2376267192079
4467548,"Henderson, Moore and Barrera",1774108,senior,60598819,2594623273091
6332489,"Miller, Durham and Kim",3743216,focus,21898877,7071609843055
8588805,Duarte Ltd,7539726,door,53266584,1983294220446
8358894,Nelson and Sons,4906865,several,85421549,5102180978934
8303434,"Chen, Rowe and Perez",8587815,baby,94346373,7211527118778
3099865,Doyle-Good,2711449,pressure,16212886,4938986399901
7258281,Singh-Garcia,9950063,paper,12148018,2127920752248
5363387,Davis Ltd,5706755,prevent,46432953,683409247447
2963098,"Johnson, Smith and Fisher",7135968,push,54709484,1351753194524
1313231,"Barnes, Bell and Roberts",1424905,sing,24388120,1003841302571
6562626,"Graves, Farrell and Contreras",9404326,carry,1526652,1414064245403
6359075,"Juarez, Miller and Klein",2479763,perhaps,46367832,948431648593
