Nro_Obra,Nombre_obra,Plan,Legajo,CUIT
78623373,"Perry, Aguirre and Edwards",apply,63752205,1610180832465
52358198,Crane PLC,better,87534642,2428697852579
62772044,"Horton, Hardy and Villanueva",food,59927407,7718693844185
39135000,"Franklin, Sanchez and Nelson",us,15611050,8895302356191
45965194,Zhang-Ferguson,quite,16452168,5985958278971
6588039,Flynn-Lin,war,62028591,7869580695146
83658015,Kelly LLC,none,52296427,8636905615441
1722022,Sanders Inc,his,1688697,4194163764744
54054125,Brooks and Sons,read,23488775,3325481814814
26750489,"Moss, Smith and Wilson",study,89718838,7520534939074
5870027,Holland-Rodriguez,kind,90078211,7134127907777
1786454,"Ingram, Walsh and Rodriguez",effect,9350447,8565544514183
89933696,Leon LLC,agency,99110366,4719326278071
17439451,Boyle-Clark,rise,88627926,7433044622679
43190723,Hunter-Parsons,gas,39559668,4079525204764
30498514,Moss-Harrison,hair,4973889,8889937811410
62319954,Singleton-Lopez,class,64405354,4784466084728
15440694,Garcia-Hughes,mission,22647973,9538331096740
42633626,Stephens-Moss,try,45779621,1959487869622
37901851,Hamilton-Villarreal,soon,68326054,646767852319
47948098,Walker LLC,run,44998093,5900860567868
85886332,Johnson-Sullivan,dog,70970573,3596699950544
72817002,"Briggs, Martin and Sherman",conference,80058087,3625572972453
38807636,Zuniga Inc,should,42532329,6825569372221
77613121,Garcia-Nixon,especially,63387288,5301134150106
6766972,Anderson-Tanner,also,62959697,2604736703298
22287314,Roth Group,edge,26844162,9930505897975
7201567,"Salazar, Lopez and Estrada",exactly,71907083,7730571830792
15463320,Carlson-Hoffman,air,1407358,9869802088668
4074905,"Wilson, Sosa and Chavez",economic,90875412,7178249921692
96165856,Gonzales-Mullen,sort,940677,9536510170389
73880939,Miller-Woods,on,83780630,5323563190842
41057447,"Smith, Davis and Morales",box,33428741,4778725129273
46071750,"Coleman, Adams and Walters",plant,33551348,2957758058615
92210140,"Howard, Fernandez and Brown",city,78506727,1704205344314
10775276,White-Andersen,admit,36825697,70931685458
98974730,Briggs-Becker,training,77401072,7617704233595
41283747,Watson-Landry,significant,63510998,4493318022795
77313814,"Simpson, Cummings and Curry",represent,14856718,7206635522911
52334155,Olsen and Sons,course,52045311,9921032040465
5750277,Schneider and Sons,create,39193080,9940122188435
66648068,"Rodriguez, Johnson and Kent",keep,30055618,5572978256407
34899902,Ross Ltd,sure,39754752,2125298297606
47024399,Miller Ltd,opportunity,50563350,331043955428
63256458,Rodriguez Ltd,tax,39318227,9001938906270
54718906,Stewart-Jackson,treatment,39193337,7639828524250
11559173,Gould Ltd,song,83935549,8693871628014
15126625,"Valenzuela, Stokes and Hernandez",tell,19879107,9021328649182
86402299,Lucas-Shields,turn,59709728,9804265912230
27999656,"Jones, Manning and Elliott",part,52541639,2699226510048
17813790,Matthews LLC,read,16167195,7308136127882
5390518,Sanchez-Saunders,eight,48352050,7567659021920
95578533,Lee Inc,allow,82288981,5711163970491
96428393,"Watkins, Lindsey and James",see,11042165,5101176728372
52435876,"Duncan, Parrish and Clark",medical,95938242,2242979171671
92928292,"Goodwin, Green and Gould",baby,51937660,4830289223695
25672701,Richard-Cross,ok,16347004,3397329356011
38437113,Wood-Koch,when,98520475,9091191334466
64837859,Kane Ltd,our,49153808,6229701234808
96182858,Holloway-Murphy,build,86357249,4602657044201
27666253,"Villegas, Jennings and Pearson",general,340754,524611948934
28024,"Anderson, Johnson and Jacobs",feeling,64108153,4166890712924
90385833,Hill-Harding,meet,90681710,2803741582558
33136446,"Robinson, Moon and Johnston",art,17527459,3469670739073
60586501,Savage PLC,plant,72705157,5588710912629
56813927,Oconnell and Sons,tend,87474913,2959397624139
19770826,"Boyle, Garcia and Roberts",live,5252023,1245611546079
88331719,"Hammond, Cole and Miller",level,53284011,9504342265763
53807512,Henderson-Farmer,cultural,83343948,3049860182994
7379517,"Price, Harvey and Hoffman",development,65002435,6773549257122
97527987,Rodriguez-Cannon,operation,98513132,2824274157666
24910579,"Carr, Torres and Flowers",process,58264908,9118010486903
60806988,Smith-Chen,yes,74102358,5051171897688
59921069,Sandoval Group,week,87488600,7977583785463
59520176,"Stanley, Medina and Washington",similar,47895914,4612951170614
64566805,"Blackwell, Stephens and Wyatt",market,81998317,2885723462452
20942004,"Pope, Carlson and Martin",sense,84369539,6719600706564
25074982,Lopez-Rogers,personal,63686551,3731226356085
97287137,Moreno and Sons,nation,61205091,1193818207448
20472100,Rich Inc,from,61474024,9184419797900
47469308,Riley-Charles,record,32060192,423401118140
96674898,"White, Johnson and Dixon",particular,22371056,726705983712
39982761,Snyder-Larson,long,45526640,2132579711987
13534320,Clark-James,everyone,71879656,9428727871888
4688745,"Burgess, Randall and Hicks",similar,36284647,3276133389878
69710990,"Gibson, Lopez and Russell",college,32999441,5482996363752
63859840,"Grant, Olsen and Santos",anyone,2816977,7986819184013
63141399,Casey-Jenkins,method,784536,7755256721352
1452192,"Green, Douglas and Taylor",him,16116407,9610301625124
55373371,"Johnson, Miles and Coffey",every,79423178,9020262136996
58786036,Burns-Guerrero,leave,66638290,3595609527526
22644588,"Padilla, Barber and Kirk",adult,63123048,9277429586089
38557280,"Zimmerman, Hicks and Meyer",sport,90800888,5606099819743
70388773,"Nichols, Bowman and Keith",thus,33296687,9976775676234
26708040,"Nelson, Macdonald and Patterson",authority,92912935,8027589102182
37693635,"Ortiz, Guerrero and Johnson",itself,64935056,2397537518837
57706432,Anderson-Carroll,that,66160572,4183571376930
74989091,Sandoval-Martinez,college,56359495,6531853883432
40558808,Osborne LLC,bring,21196200,2881313115996
45523763,"Miller, Mcguire and Bradshaw",bad,79785249,921003043978
72844857,Diaz-Silva,anyone,66486990,2052202633308
18014558,Daugherty-Clark,world,47531870,5815625139532
85502139,"Scott, Johnson and Werner",here,12960053,5451758589136
61604768,Simpson-Cook,order,13953989,9256241779349
21224089,Mills Ltd,different,78050946,4462257196574
53505894,Moore and Sons,offer,38181521,9209980764468
75655505,"Barton, Barajas and Campbell",market,58243778,2171798093682
52048157,Willis-Sanders,rather,67184181,9729161047836
59735319,"Montoya, Cannon and Farley",attention,28885748,7659884101563
59865414,"Reynolds, Patterson and Larson",politics,42012046,3213844331550
9290797,"Fernandez, Martinez and Bell",turn,82815495,1099178286610
87638545,Young-Anderson,first,83257857,3868613634638
28453309,Gonzalez Group,act,60084864,6730555537937
79222728,Padilla-Montoya,natural,49197163,5140786019396
30877845,"Pena, Montgomery and Salazar",give,716210,7504964373786
50432351,Martin-Bean,catch,53993703,5107594094445
71787680,Chen-Gilbert,shoulder,84335782,1912530584315
37207005,Padilla PLC,help,87251346,2467948043691
12453666,"Solis, Jones and Gilmore",throughout,39517687,1476043265061
26655676,Reese-Oconnor,deal,43808959,9518317745894
14910015,Jones Ltd,money,86195028,8285328315778
45084590,Welch-Thomas,PM,1263676,7248224123765
16874816,"Gregory, Lewis and Anderson",work,25700334,5123241069292
44887203,Brown and Sons,know,39193337,5818161417128
9453283,Lloyd PLC,wind,64091117,5719726618235
65964847,Hutchinson and Sons,movie,36896075,8195881262635
59354180,Williams-Everett,certain,5099708,2237713488691
43893072,Smith-Anderson,political,88389591,1314660280482
36911959,"Lee, Henderson and Smith",couple,145302,5804882312150
97464153,Harrison-Berger,feeling,63055195,7496686046816
24544301,Jordan and Sons,economy,81231000,119120977157
5195061,"Webster, Walker and Phillips",throughout,78926696,1918307419614
90358012,Costa-Ortiz,sport,83182055,629914438962
62939579,"Dunlap, Williams and Ellis",rise,78234731,4382316453884
81931907,Bauer-Martin,tough,88554055,4715409712353
53729058,Turner PLC,affect,48746598,328806958451
88347902,"Moreno, Hodges and Johnson",necessary,24938179,2107169705502
47291462,"Reyes, Spencer and Mccullough",make,15670501,4309410429741
78309996,Jenkins-Nicholson,them,88070905,9700507685802
46228994,"King, Murphy and Harding",quickly,46961547,8521832292351
4926628,Bailey-Robinson,change,91949903,6878055598020
52308189,Monroe-Long,science,85769873,6830081477045
27568249,"Garcia, West and Manning",gun,13328837,934186724405
35440468,"Flores, Salazar and Davis",way,34787063,5850952166615
73299062,"Michael, Walker and Ray",both,16056433,7641073277235
15347713,Walker-Harris,in,16272756,9279651336202
48092008,Davis LLC,wish,15652236,1223487250901
33711347,Ortega Group,same,36112268,5293218201333
87475109,"Galvan, Reed and Downs",herself,4865186,692767932003
40494634,Sandoval-Daniel,none,8029934,3274383761718
71767547,Clay Group,especially,6651929,742158494157
80935926,"Miller, Flowers and Jones",forward,87936203,5212574032521
56450413,Cabrera Inc,first,96065182,4233378902301
44858324,Coleman LLC,send,41985452,3881588796136
69762560,"Sherman, Sanchez and Barker",impact,18323768,1543745335287
45917978,Peterson LLC,thank,16125028,2817702770296
53848973,Quinn and Sons,think,36274513,9230839086850
14313720,"Savage, Edwards and Walter",pay,90814808,9926880245053
56128548,"Russell, Vazquez and Brown",various,5062838,6737659525336
22123746,"Shelton, West and Schmidt",various,5243960,5266161803564
47869861,"Hubbard, Ramos and Jackson",event,48239294,5751573290208
57367491,Harrison-Whitaker,south,75280061,1262315497681
56324353,"Butler, Fitzpatrick and Conrad",federal,60292976,8888914298334
69812717,Collins PLC,section,23705871,8540813853137
37813924,"Walker, Bowman and Reynolds",get,97103506,6089475283872
45192906,"Neal, Lewis and Chan",defense,50963030,1809988631370
98303575,Byrd LLC,shoulder,20624568,7838810904061
69458286,Barrett-Villegas,sport,98996320,2060631392346
89028563,Lee-Schaefer,up,65548626,7331078146030
41625343,"Cooke, Adams and Snow",per,46601763,8199223347199
40326521,Day Inc,put,9192699,1510321548479
93549309,Brown PLC,present,15881146,9075336483025
87627361,"Brown, Jones and Fischer",performance,55005935,90635997672
85164948,Rivera and Sons,decade,1282591,6650969992218
72806809,Romero-Fowler,establish,66932004,9544756456010
70991894,Thompson-Shah,place,16480378,9003297839840
53176457,"Thompson, Hall and Bowman",perhaps,39649555,1632081571798
46666076,"George, Mahoney and Robertson",right,23156741,4198709815959
17617416,Potts and Sons,everybody,73163860,3633282520082
54274758,Davidson-Mccormick,design,50078523,7851884321400
94179368,"Black, Taylor and Holloway",where,99109585,1386799972997
40533950,Smith-Williams,ever,1158373,6528142741735
9922930,"Hunter, Santiago and Tucker",without,26758526,2406412249531
30460579,"Short, Barry and Poole",arrive,34048117,6707982472698
98865963,"Thomas, Browning and Garcia",memory,1113205,7901953792346
38442618,Reed Inc,eight,28604188,4886714415442
34145890,Park PLC,interview,34443147,4484172652057
75076515,"Koch, Donaldson and Davis",may,73130262,9198555286101
14927631,Mcintosh PLC,worker,65036932,5263145835694
45524395,Webster LLC,statement,34949712,7316101913903
86652242,"Barber, Barnes and Adams",candidate,63378155,3123366375044
4594636,"Ortiz, Jones and Ross",either,50264021,4626691409322
36071450,Johnson-Yates,class,37314624,7078084364136
7967848,Cherry Inc,property,55934183,4505584678176
38188294,Bradford LLC,economic,87156054,6399865003943
33902460,Huber-Campos,take,49592155,4053968311227
33601048,Jackson and Sons,room,25506352,2429603453343
64710785,Lee-Jones,phone,89420023,5877515992495
20160281,Thomas Inc,field,64640665,6562555975657
18001479,Hamilton-Hernandez,mouth,76049643,3274936558347
51210979,Stone-Little,current,2295581,6177337375503
46401116,Rios-Sutton,nearly,63985124,5723932653773
36988410,"Grant, Hanson and Foster",field,10939930,1232597961226
88942635,Day LLC,ask,11284541,2908926112283
25632886,Daniel PLC,may,7648825,1132231867099
89113409,Crawford Inc,hard,55927420,6016189260976
87106357,"Haynes, Stein and Hernandez",line,49840625,7977583785463
68700662,Butler-Martin,language,94421708,8181522951509
17550867,"Williams, Mccormick and Hart",defense,49280854,4136724359240
76701803,"Meyers, Tran and Farmer",increase,92944190,4019100177843
79505980,Jones and Sons,pressure,97707537,3090179118285
39342128,Carr-Chen,conference,38036331,8858506536100
23808867,Warner-Smith,itself,50638028,4886454878356
8493526,"Rivera, Farrell and Fitzgerald",miss,79139240,2216176723611
18965601,Boone-Ray,various,99821484,9351472018531
2042030,Wilkerson LLC,need,99286602,8685447185412
17987188,Smith-Miller,whatever,92692859,3622063303991
59530604,"Smith, Owens and Johnson",you,75830834,1822330712790
91044512,Smith-Rodriguez,daughter,7608825,2897548506122
73700912,Valdez-Perez,seat,81048411,8997918125837
13650775,"Evans, Smith and Baker",skill,30133545,2584590939935
81450367,"Gilmore, Smith and Garcia",pay,6429914,5344450622648
34983414,Rogers-Murphy,pattern,16629637,9331878724404
12134659,Conway Ltd,improve,45611399,3440250870101
75207089,"Wilson, Nguyen and Nixon",because,25014991,6430065095530
5999323,Lee Ltd,edge,85092249,1433577746521
73695425,Bowers-Sutton,reality,11293345,3863523863370
32854465,Lam-Johnson,it,99024879,4837919895352
54100975,Adams Group,against,45488303,9441787496997
39985945,"Johnson, Roberts and Mcgrath",of,53930580,884730338907
92060931,Mcgrath-Alvarado,body,68021194,6655029284309
24789931,Perez-Rios,majority,27939649,3385141612502
71344546,"Adams, Marshall and Ball",fine,38507063,3624523541411
46512162,"Hughes, Dunn and Johnson",future,56624236,7739220742425
80787410,"Navarro, Fernandez and Jensen",hospital,54385925,7476025764515
45764835,Smith and Sons,structure,19148705,6446136208273
26711135,"Davis, Lopez and Buckley",lose,12336989,8726345319952
64110671,"Bernard, Richardson and Durham",exist,58850742,9268147101798
33593738,Salas Inc,opportunity,15338466,8165325966872
7704905,Williams-Martin,become,55505498,1412770020323
65536643,"Burns, Bell and Jacobson",make,41467006,3981582840886
50491100,"Schmidt, Wiley and Clark",north,22662425,6265829451518
61243981,"Soto, Anderson and Lopez",find,86074933,5704564902631
21603668,"Arnold, English and Henderson",early,88967469,7611871311162
19458872,Baker Group,almost,34115069,513569933761
53522127,Harris-Franklin,exist,42324837,4886714415442
85164516,Oliver PLC,score,98194297,5270950361642
16897143,Mcdowell LLC,pattern,64712208,6416715843730
14069027,"Burgess, Carlson and May",social,82589167,8955189412899
51853439,Ramirez Group,process,31554990,7138196773628
86315759,"Perkins, Nelson and Atkinson",bag,58756298,2435698113363
18920506,Johnson and Sons,thus,84797762,4694449599454
91584795,Knight Group,anyone,64760618,5967375790981
25608276,Woods-Henry,family,34637386,6491654527128
83198375,"Lang, Hardy and Burns",feeling,4733307,4683266607576
89773503,Ward Group,edge,51191261,9976858129756
72529682,"Ferguson, Hill and Stewart",your,82235272,874250320531
62737092,Black-Lopez,after,82704207,9123680754127
6884088,"Ewing, Black and Pena",speech,67073389,4630917303575
91024942,"Black, Green and Wilson",wait,6693689,8284766153515
39369343,Sanders Group,fund,56173776,2113417051642
57766835,Curtis and Sons,quickly,40684294,3364571151558
97384926,Lowery-Mclean,out,63189594,1102792991860
94168342,"Avery, Owens and Landry",while,32705278,7801118892946
90067487,Edwards-Thompson,room,22822166,2868707290528
60015180,Harris Ltd,whether,62018336,9142501817624
81167513,Neal Group,throw,49349091,8554563545747
48499453,"Lee, Floyd and Estes",become,34181465,3754616435164
88946493,Diaz and Sons,himself,30748814,446291207218
37747553,Joyce-Adkins,PM,34721780,8727188629121
93880348,Short-Morris,decade,10619129,7618573424452
92992227,Conley-Frost,establish,88706185,5673170551837
73509760,"Miller, Williams and Simmons",his,6480150,4351898061325
10507018,Higgins-Best,travel,6526626,8208637554927
94281297,Strickland-Byrd,drive,2021425,8589660171217
74111201,Nelson-Aguilar,interesting,68362363,1058305297216
63759321,Peters PLC,poor,43796831,4283423846599
47766075,Carter PLC,adult,4333864,6091772740405
37500786,Dunn Inc,consider,46413826,3669886015677
31086508,Buchanan Inc,his,79595473,3368101788809
11183769,"Garrett, Butler and Cameron",development,27214291,1591992489807
6366925,Robbins-Garcia,tree,38258944,3541136316885
69527912,"Barnett, Smith and Reynolds",drug,90344754,9150804469473
56063853,"Jones, Butler and Baker",yard,63048636,324399058202
98941346,Mullins-Mosley,business,74629923,2104666674580
40250934,"Phillips, West and Smith",lay,5559602,4111772545588
27952921,David Inc,name,76450386,5319998948536
92836019,"Ruiz, Gillespie and Evans",near,90677224,1780574528524
63830735,Thomas-Garcia,dinner,47531870,2341928992676
58916210,"Johnson, Mcintosh and Andrews",teacher,22683825,5658055839220
80355086,"Noble, Morris and Jackson",drive,60552250,923212566545
19538225,Miller Ltd,instead,96650757,1628175625430
5655467,"Mccoy, Morales and Brooks",Democrat,91128601,5314990250343
69747304,Arnold PLC,challenge,8467682,8619365155500
40999948,Elliott-Frank,write,42061089,1160535659348
85526549,"Kelly, Harvey and Avila",drug,60821561,8615902989810
73237269,Gonzalez Ltd,government,53581673,7126197144373
38636826,Rivera-Miller,them,35562316,9876264176357
26007506,Jackson and Sons,concern,17081260,9786925516627
67723119,"Gonzalez, Boyd and Hughes",those,91439630,6480047339887
79806967,"Bennett, Guzman and Howell",early,55739830,6902815007844
6507312,"Randolph, Barnes and Serrano",summer,1211782,7923793828565
36390432,Smith PLC,music,47683189,6548516844658
51470716,Davis and Sons,risk,50925670,6722494641020
69987545,Snyder-Peterson,smile,43740843,9069280692408
44934183,Garrett-Smith,tree,41860404,3132828537945
21884225,Coleman LLC,recently,79831884,235895874769
9687416,"Vaughn, Smith and Sloan",weight,15116249,9469407019498
90832056,Brock-Rose,open,85768032,3395653858374
84535897,Johnson-Rivera,today,89087057,9843038716754
83174909,Kelly-Reed,material,44216737,8010058803385
84823206,"Kidd, Barker and Brown",gun,91925810,5711526724999
4045023,Henderson-Wells,report,79590530,442227788153
48634477,Ramirez-Moore,add,83343948,5523008838986
11991480,Cole Ltd,too,80303050,403722321429
88745470,Bowman Inc,fast,45758400,1315352124680
23341911,"Bell, Walton and Hernandez",government,97215798,3247317488560
79747323,Pham Inc,entire,17536625,1781999519094
54275818,"Smith, Rich and Ford",that,93986599,3579376584684
32860480,Saunders PLC,blue,87877580,8152566223058
2474968,Fisher-Suarez,writer,4381700,8854547685434
28998201,Anderson Ltd,name,16568210,1661565957784
4629579,"Hernandez, Evans and Reid",need,89278290,8531828274190
55660119,Mills-Jarvis,draw,79853855,1010343040760
55801719,Golden LLC,radio,45955457,507195128687
49274534,"Schaefer, Jensen and White",scene,29004441,5066812270339
61660143,Smith-Sims,onto,10816809,4923167318700
11840466,Hunter Inc,fight,46990963,2049728610320
17811184,Smith-Mora,stage,54716467,9087754607491
20210882,Harris Group,price,48433437,7195141266972
86615668,Moore-Williamson,citizen,58103324,6811231206649
85012245,White PLC,explain,73303052,2467598819295
44172570,"Rogers, Hurley and Taylor",painting,38292745,9414859570355
80389821,Alvarez-Estrada,collection,8584678,5689456355828
1036506,Lewis-Powell,lawyer,71335534,5433529197483
81238115,"Roberson, Smith and Cortez",year,74070095,330774299720
11201664,"Thomas, Rogers and Villarreal",particular,69362109,5586947158736
46249617,Ford LLC,method,18549905,7978758603553
33597687,Smith PLC,theory,79201367,7705540633754
5789785,"Beard, Cook and Tran",together,54984000,4662642204970
20734547,"Martin, Brown and Tucker",value,91927821,7686208855070
82146844,Leon LLC,coach,76015382,2825647588684
38300379,Spencer-Mullins,defense,69794129,6875327252259
34604597,"Swanson, Mcbride and Vincent",low,74496043,3778915815981
86715224,"Perkins, Watson and Norman",reflect,8092316,4602415899579
75564085,Fox-Tran,court,34600816,8035722213161
77268909,"Price, Madden and Poole",local,68103791,8166837791881
12544710,Williams-Martin,including,41262941,9106158088776
92063578,"Frank, Johnson and Goodman",keep,25799088,6519080841934
66724749,Buckley-Vasquez,house,67715464,6696846651995
43121065,"Carey, Curtis and Morris",follow,28716451,248121606431
63559938,York-Stevens,until,15556205,8956319518765
93697161,Ramirez-Larson,better,10529373,3862369847716
53227029,Beard PLC,second,34742784,7950627716922
6544257,Wilson-Pineda,number,27446057,6418166538519
46421357,Flynn Inc,though,13122396,7551745662005
11325333,Mccoy Group,drug,63594605,640190712851
83703926,"Stephenson, Wright and Duran",note,30666404,7700488167909
77619778,"Jones, Brown and Dean",third,27021853,9058784818109
52787952,"Meyer, Tate and Wilson",team,35725008,4785588302044
98033333,"Blankenship, Tanner and Harrington",wish,24118602,2524987436369
16472917,Douglas Group,call,93972015,7263955939276
57239751,Lowe PLC,memory,47721655,7888297674425
60619151,Oconnor Ltd,site,48731632,5489850269321
75301104,Short-Ferguson,might,54813139,2378415579693
38625666,"Compton, Bruce and Boone",film,34152486,3245381401108
93775011,Carrillo Inc,view,93051236,7961367304222
85416593,Cox-Flynn,peace,93325579,3676138834651
59467954,Robinson Inc,television,26975902,8227530569017
41984557,"Jacobson, Taylor and Butler",around,33406336,1108772171951
79102978,Castillo-Arnold,news,85141644,7851859507605
69593819,Morrison-Garcia,increase,18766652,8521478858819
93716270,"Campbell, Townsend and Reed",class,26985432,7636927248114
49284312,Gonzalez Group,however,8245331,4817547312258
49977409,"Martinez, Leon and Gross",which,95330701,6042282314506
24052952,"Bailey, Carroll and Jones",relationship,24283014,301823797585
68640171,Chapman Ltd,social,5492429,6096587198109
36158935,"Jackson, Fields and Austin",official,68426523,539813241406
52291314,Knight-Serrano,teacher,62223874,1724693017236
90471005,Cooper Ltd,several,81915224,984180516958
91999862,"Bowen, Valencia and Jackson",growth,14382915,6229887594980
91602365,"Contreras, Olsen and Burnett",strong,18697804,8785359027027
83867762,Lutz Inc,care,14804807,8888890171680
22127268,Cooper Ltd,so,93531429,5440463694779
808200,Gonzalez-Buchanan,wife,2234375,8725380188977
11007427,"Christensen, Williams and Kelly",war,31394343,8985684845473
11720001,"Marquez, Thompson and Phillips",clearly,16888610,6841725982295
80414495,Daniel Group,how,5619440,6742047410078
52876870,"Hendricks, Reese and Harris",conference,25309626,6060480595974
31288251,Bailey-Hughes,senior,11183882,6472737722987
60956211,Gonzalez-Boyd,policy,5212213,8978146161621
33659335,Pacheco-Montgomery,old,80896829,6799521575526
80082295,"Perry, Juarez and Greer",property,44973850,6777186856296
53368630,Bishop-Berg,network,27990379,1479116628545
92888870,Lee-Turner,cost,74480947,8468908395537
28415233,Pierce LLC,check,56686958,7037576378235
82660087,"Smith, Johnson and Zamora",today,17153000,3017321663812
86339332,Miller-Miller,light,71532358,8263088517866
55589568,"Keller, Rivera and Olson",contain,33656235,7370106995509
35203064,"Cameron, Lee and Zhang",song,81659390,5778077025458
30494655,Chandler-Lee,pull,14208653,4618036775259
28260566,"Gallagher, Chavez and Larson",write,28604464,8936051080798
56482571,"Flowers, Bowman and Clark",personal,14695981,8589311420735
35768660,Perez Group,significant,6884989,7290792834035
65795264,"Shepherd, Moore and Griffith",news,47598816,47938707836
59167706,"Hernandez, Reyes and Myers",trade,6138605,5065492928522
67637291,Marquez Inc,and,49410201,972560445228
88465326,Howard and Sons,worker,85176395,1042160668997
83337157,"Lucas, Howard and Tate",low,26303127,8499440982272
17485463,Strong-Kelly,fact,40601214,8583728333807
55976585,Trujillo and Sons,draw,5455902,8557006558479
250060,Johnson LLC,south,78927655,8338667040262
17157016,Landry-Brown,bring,35568302,8246166500283
32773659,"Oneal, Patrick and Padilla",leader,6161792,2706456474851
69089987,"Johnson, Anderson and Wilson",body,76577041,9363756700228
90649147,Alexander-Harper,if,59496972,6030605389092
38467241,Yoder-King,enjoy,53202676,6035772305564
66454703,"Rhodes, Hurley and King",positive,97358858,8234775745392
19964122,"Jones, Weber and Collier",area,15458324,3806707359139
32510389,Gonzalez-Potts,environmental,80630274,1275374703000
87426358,"Lindsey, Anderson and Moon",type,51937055,2866608420524
19778763,Robinson-Charles,show,95961086,360179092275
952491,"Bautista, Washington and Miller",former,93508547,7907583212130
37577929,Walker-Thomas,trade,72245443,9994461394102
44157951,"Roth, Cooper and Johnson",energy,18134184,1439431333667
98799207,Jones-Adams,brother,51940690,3775918848537
41707804,"Dougherty, Landry and Villanueva",relationship,45093016,4744632821460
7296965,Lopez and Sons,form,60760190,9881138059462
1485400,Thompson PLC,behavior,76364079,3244873535029
96662288,Lowe Group,media,5949919,6773549257122
88588916,"Norton, Le and Miller",win,14297477,9340740047405
38485533,Johnson-Larson,woman,88194075,8450337960955
59585387,Sims-Miller,reach,75752813,9491729429116
86457246,Murphy-Velazquez,it,20082628,9909317499799
29042799,Vance-Woodard,woman,16212886,3756304370524
69270503,Castro Ltd,charge,7618528,1099813519874
62841931,Armstrong-Garrett,positive,40467202,4312101426176
51874248,"Lopez, Marsh and Esparza",next,23918476,4855744662905
8961373,Sanders-Hernandez,real,90150569,2547613354990
84917882,"Rosario, Dodson and Brown",quickly,1334005,8967369207665
83080661,"Rangel, Logan and Barrett",statement,18156878,7007716454547
21982342,Smith LLC,light,69636846,9691949696894
19449218,"Moore, Hernandez and Leach",across,64795354,2699715317206
26031436,"Snow, Dillon and Smith",whole,62188061,1660184209259
7733112,Fritz Ltd,audience,69478470,7157492182207
73289480,"Miller, Flores and Bradshaw",scientist,30455857,5627920994319
57853515,"Khan, Cordova and Gonzales",guy,55772918,596123792520
6124133,Taylor Ltd,role,4103788,9384083343560
4998467,Bryan-Williams,day,74065959,201288142481
32287942,"Davis, Porter and Hernandez",opportunity,49162687,1560260568624
18099990,Murphy Inc,else,10262673,1961759687205
20241829,"Bailey, Clark and Martinez",word,6821350,502904106865
30429216,"Wade, Myers and Duncan",method,32309391,615486014830
6643519,"Stevens, Calderon and Morrison",fire,86714759,2231597341940
91615718,Davis Ltd,head,57304166,7753364507319
46037628,"Owen, Collins and Simpson",poor,8620744,4757777916020
13754867,"Smith, Haynes and Buchanan",notice,97791004,2785264802658
8167224,Alexander-Hall,themselves,77491818,5791151912982
17648964,"Bryan, Morales and Brooks",support,10618559,6783303814361
97256601,Holder-Cook,century,24435308,3460399172765
84092228,"Walker, Jones and Burns",thank,8534635,999556544380
86903510,Flores-Mclean,issue,53324060,2906499199833
43343585,Wu-Bennett,program,77662100,897036696081
40529048,Lamb-Todd,daughter,28041754,9859550338576
69401414,Wilson Ltd,water,53546232,6273877091847
61752641,"Baker, Bryant and Adams",himself,15228280,2957350447851
72463957,"Kelley, Ortega and Reed",what,88255004,9483471627638
63193255,Stewart Group,special,639,5948983561686
97553695,"Rodriguez, Knight and Miller",only,46464382,3790422466889
54884851,"Dodson, Trujillo and Moore",rule,14247821,3518300253183
78312193,Wright-Miller,score,17355221,2547613354990
57901918,"Smith, Smith and Ramirez",office,85084272,6144824380792
65154920,Lewis PLC,store,9760421,5218443959284
12426988,Nelson-Joyce,strategy,14251370,6939909004992
82668770,"Marsh, Lambert and Anderson",short,63506633,1233312249255
77203826,"Jenkins, Henson and Galvan",television,97356093,6695970010667
60512988,May-Smith,open,28963193,4213163721043
71530507,Mckay-Cobb,environment,45496086,652969075369
8515173,Anderson-Diaz,million,33841397,8384114236781
78594575,Johnson-Chavez,bit,96363443,2549219648323
36379257,"Buckley, Ross and Phelps",approach,55155236,202193462392
34246786,Becker-Gonzalez,people,73405862,9297192314919
46188042,Williams Inc,without,96411895,8430658887920
86028994,Mitchell Ltd,executive,31678226,2646632563466
83421722,"Davis, Freeman and Serrano",lead,25916248,5082825698026
1994063,"Montoya, Johnson and Fleming",girl,33820629,385960195912
46448144,"Gordon, Hubbard and Sawyer",reason,1556678,2997605355908
97712276,"Edwards, Cook and Guzman",bar,77689811,6476889973293
29341211,Miller-Rodriguez,per,4995935,3339442981947
40280458,"Stewart, Burns and Simmons",much,24235994,5447948976236
87075252,"Harmon, Harris and West",region,32195397,5659760281190
68437422,Trujillo LLC,bank,54604574,7672666669637
67379699,Jacobs PLC,international,78148217,7208730318149
77223205,"Gregory, Ortiz and Meadows",accept,50941192,8931104607931
18814231,"Diaz, Thompson and Barajas",beat,5477108,7653954045552
92519625,"Pena, Smith and King",form,56174976,4533300594520
30647614,Cooper Group,for,58072290,1527131549315
50422062,Cook-Murphy,you,59879355,1647424998456
87147945,Mitchell-Henry,instead,2338415,8053897405403
56404535,"Thomas, Brown and Barnett",various,66916927,5948269836019
20485996,Quinn PLC,movement,99569841,1206682869424
76670393,Thompson Ltd,large,82518008,1777325887182
20484143,Young LLC,country,6132307,9156173549811
